ltable_ID,rtable_ID,Title,Developer,Publisher,Platform,Genre,ReleaseDate,lRating,rRating
a4957,b4773,Need for Speed: Undercover,EA Vancouver|Exient Entertainment|Piranha Games|Firebrand Games|EA Black Box|EA Mobile|Electronic Arts,EA Mobile|Electronic Arts,PlayStation|Nintendo|Wii|PC|Xbox|Mobile,Driving/Racing|Racing|Simulation,2008-09-18,6.9,6.2
a4958,b4775,Need for Speed: Underground 2,EA Canada|EA Black Box|Pocketeers (GBA)|Pocketeers|Ideaworks3D|Ideaworks Game Studio (Mobile Version),EA Games|Electronic Arts,PlayStation|Nintendo|PC|Xbox|Mobile,Driving/Racing|Racing|Simulation,2004-11-09,8.4,8.3
a4960,b4774,Need for Speed: Underground,Global VR|EA Black Box|Pocketeers|Black Box|Electronic Arts,ak tronic|Konami|EA Games|Electronic Arts,PlayStation|Nintendo|Other|PC|Xbox,Driving/Racing|Racing|Simulation,2003-11-17,8.3,8.0
a4963,b4757,Need for Speed (2015),Ghost Games,Electronic Arts,PlayStation|PC|Xbox,Driving/Racing|Racing|Simulation,2015-11-03,7.0,6.6
a4964,b4778,Neighbours from Hell,JoWooD Entertainment AG|JoWood Productions,Inc.|JoWood Productions|JoWooD Entertainment AG|Encore Software,PC|Xbox,Strategy,2003-09-22,7.7,7.3
a4969,b4786,Neo Contra,KCET|Konami Computer Entertainment Tokyo,Konami|SCEA,PlayStation,Third-Person|Run and gun|Action|Shooter|3D,2004-10-19,7.1,5.8
a497,b539,Awesomenauts,Abstraction Games|Ronimo Games,Merge Games|Ronimo Games|DTP Entertainment|dtp Entertainment,PlayStation|Linux|Macintosh|PC|Xbox,Action|Moba|Strategy|MOBA,2012-05-01,7.6,6.8
a498,b541,Axel & Pixel,Silver Wish Games,2K Play,PC|Xbox,Adventure|Graphic adventure|Point-and-click adventure,2009-10-14,7.1,6.5
a4982,b4673,NES Remix 2,Nintendo|Indies Zero,Nintendo,Wii,Miscellaneous|Scrolling|Third-Person|Adventure|Real-Time|Arcade|Party|Platform|Action|Compilation|Puzzle,2014-04-25,7.7,7.3
a4983,b4672,NES Remix,Nintendo|Indies Zero,Nintendo,Wii,Miscellaneous|Compilation,2013-12-18,7.2,7.1
a4988,b4794,Never Alone,E-Line Media|Upper One Games,E-Line Media|Unity Games Japan,PlayStation|Linux|Macintosh|Wii|PC|Xbox|Mobile,Platformer|2D|Platform|Action|Puzzle,2014-11-18,6.0,6.8
a4989,b4793,NeverDead,Rebellion|Rebellion Developments,Konami,PlayStation|Xbox,Survival|Action|Adventure|3D,2012-01-31,6.0,5.4
a499,b542,Axelay,Konami,Konami,Nintendo|Wii,Action|Scrolling shooter|2D|Shoot-'Em-Up,1992-09-01,7.8,7.2
a4991,b4796,Neverending Nightmares,Infinitap Games|LLC,Infinitap Games|LLC|Active Gaming Media Inc.,PlayStation|Linux|Macintosh|Other|PC|Mobile,Adventure|Survival|Action|Survival Horror|3D,2013-12-05,5.7,5.9
a4993,b4800,Neverwinter Nights 2,Obsidian Entertainment|Ossian Studios,Atari SA|Atari|Aspyr,PC|Macintosh,Role-playing|Role-Playing,2006-10-31,8.2,7.9
a4994,b4799,Neverwinter Nights,BioWare|Beamdog,Mastertronic|Infogrames/Atari MacSoft|Sega|MacSoft|Atari SA|Infogrames|ak tronic|Sold Out Software|Beamdog,Linux|PC|Macintosh,Role-playing|Role-Playing,2002-06-16,8.7,8.0
a4995,b4798,Neverwinter,Cryptic Studios,Perfect World Entertainment,PlayStation|PC|Xbox,Role-Playing|Massively Multiplayer|MMO,2013-06-20,7.2,6.3
a5,b8462,.hack//Outbreak Part 3,CyberConnect2,Bandai,PlayStation,Action RPG|Action|Role-Playing,2003-09-09,8.0,7.6
a50,b53,50 Cent: Blood on the Sand,Swordfish Studios,Bethesda Softworks|THQ,PlayStation|Xbox,Action|Third-Person|Shooter|3D,2009-02-24,6.7,6.7
a500,b543,Axiom Verge,Tom Happ,Inc.|IndieBox|Badland Games|Tom Happ,PlayStation|Nintendo|Linux|Macintosh|Wii|PC|Xbox,Action|Adventure,2015-03-31,7.8,8.3
a5001,b4812,New Super Mario Bros. 2,Nintendo|Nintendo EAD,Nintendo,Nintendo,Action|2D|Platformer|Platform,2012-08-19,7.7,7.3
a5002,b4813,New Super Mario Bros. U,Nintendo|Nintendo EAD,Nintendo,Wii,Action|Platformer|2D|Platform,2012-11-18,8.0,8.0
a5003,b4814,New Super Mario Bros. Wii,Nintendo|Nintendo EAD,Nintendo|iQue,Wii|PC,Action|Platformer|Platforming|2D,2009-11-15,8.7,8.0
a5004,b4811,New Super Mario Bros.,Nintendo|Nintendo EAD,Nintendo|iQue,Nintendo|Wii,Action|Platformer|2D|Platforming,2006-05-15,9.0,7.9
a5007,b4817,Nex Machina: Death Machine,Housemarque,Sony Interactive Entertainment|Limited Run Games|Housemarque,PlayStation|PC,2D|Multidirectional|Action|Fixed-Screen|Shooter,2017-06-20,8.1,7.9
a5010,b4819,Nexus: The Jupiter Incident,Mithis/HD Interactive|Mithis Entertainment,HD Interactive|1C Company,PC,Real-Time|Action|Strategy,2005-02-24,8.6,6.0
a5014,b4061,Madden NFL 2003,EA Tiburon|Visual Concepts,EA Sports|Sega,Nintendo|PlayStation|PC|Xbox,Football (American)|Team-Based|Simulation|Sports,2002-08-12,8.2,7.5
a5022,b4675,NFL Blitz,Midway|Midway Games|Digital Eclipse,Midway|Midway Games,Nintendo|Other|PlayStation|PC,Arcade|Football (American)|Team-Based|Sports,1997-01-01,8.6,8.2
a504,b545,Azure Dreams,Konami Computer Entertainment Nagoya|Konami,Konami,Nintendo|PlayStation,Roguelike|Role-Playing|Role-playing game,1998-06-30,8.0,8.3
a505,b547,Azure Striker Gunvolt 2,Inti Creates|Inti,Inti Creates|Inti,Nintendo,Third-Person|Platformer|2D|Platform|Action|Shooter,2016-09-29,8.6,7.7
a5053,b4676,NHL 08,HB Studios (PS2|EA Canada|EA Canada (PS3|PC)|Xbox 360),EA Sports|Electronic Arts,PlayStation|PC|Xbox,Team-Based|Simulation|Sports|Hockey,2007-09-11,7.9,7.6
a5054,b4677,NHL 09,EA Canada|HB Studios (PC/PS2)|EA Canada (PS3/360),EA Sports|Electronic Arts,PlayStation|PC|Xbox,Team-Based|Simulation|Sports|Hockey,2008-09-09,8.6,7.6
a5055,b4678,NHL 10,EA Canada,EA Sports,PlayStation|Xbox,Team-Based|Simulation|Sports|Hockey,2009-09-15,8.8,7.9
a5056,b4679,NHL 11,EA Canada|Electronic Arts,EA Sports|Electronic Arts,PlayStation|Xbox,Team-Based|Simulation|Sports|Hockey,2010-09-07,8.8,8.0
a5057,b4680,NHL 12,EA Canada|Electronic Arts,EA Sports|Electronic Arts,PlayStation|Xbox,Team-Based|Simulation|Sports|Hockey,2011-09-13,8.2,7.8
a5058,b4681,NHL 13,EA Canada|Electronic Arts,EA Sports|Electronic Arts,PlayStation|Xbox,Team-Based|Simulation|Sports|Hockey,2012-09-11,7.4,7.9
a5059,b4682,NHL 14,EA Canada|Electronic Arts,EA Sports|Electronic Arts,PlayStation|Xbox,Team-Based|Simulation|Sports|Hockey,2013-09-10,7.3,8.3
a5060,b4683,NHL 15,EA Canada|EA Sports,EA Sports|Electronic Arts,PlayStation|Xbox,Team-Based|Simulation|Sports|Hockey,2014-09-09,4.3,6.4
a5061,b4684,NHL 16,EA Canada,EA Sport|EA Sports|Electronic Arts,PlayStation|Xbox,Team-Based|Simulation|Sports|Hockey,2015-09-15,6.7,7.9
a5066,b4685,NHL 2002,BudCat|Budcat Creations (GBA)|EA Sports|EA Canada (PC/PS2/Xbox),Electronic Arts Victor|EA Sports|Electronic Arts,Nintendo|PlayStation|PC|Xbox,Team-Based|Simulation|Sports|Hockey,2001-09-17,8.5,7.3
a5071,b4678,NHL 2K10,EA Canada|Take-Two Interactive,Spike|Take-Two Interactive|EA Sports,PlayStation|Wii|Xbox,Team-Based|Simulation|Sports|Hockey,2009-09-15,7.3,7.9
a5082,b4688,NHL 99,MBL Research|EA Canada|EA Sports,EA Sports|Electronic Arts,Nintendo|PlayStation|PC,Team-Based|Simulation|Sports|Hockey,1998-09-30,8.2,8.2
a51,b54,50 Cent: Bulletproof,Interscope|Genuine Games|High Voltage Software,Vivendi Games|Sierra Entertainment|VU Games,PlayStation|Xbox,Action|Adventure,2005-11-17,5.8,4.9
a5107,b4821,Ni no Kuni: Wrath of the White Witch,Level-5|Level 5|Studio Ghibli,Bandai Namco Games|Namco Bandai|Namco Bandai Games|Level 5,PlayStation|Xbox,Role-Playing,2013-01-22,8.8,8.7
a5108,b4822,Nibiru: Age of Secrets,Future Games,The Adventure Company|DTP Entertainment,PC,Adventure,2005-08-31,7.3,7.3
a5109,b4824,Nicktoons Unite!,Climax Group (GBA/DS)|Sega (PS2/GC)|Climax Group|THQ|Blue Tongue Entertainment,THQ,Nintendo|PlayStation,Action|Adventure|Platformer|3D,2005-10-26,6.6,6.3
a5111,b4825,Nidhogg,Messhof|Code Mystics Inc.,Messhof|Nippon Ichi Software,PlayStation|PC|Macintosh,Fighting|Action,2014-01-13,7.0,7.4
a5112,b4827,Nier: Automata,PlatinumGames,Square Enix,PlayStation|PC,Action|Third-Person|Role-Playing,2017-03-07,8.2,9.0
a5115,b4830,Night in the Woods,Finji|Infinite Fall,Finji|Infinite Fall,PlayStation|Nintendo|Linux|Macintosh|PC|Xbox,Action|Adventure,2017-02-21,6.8,8.1
a5119,b4831,Nightmare Creatures (1997),Kalisto Entertainment|Kalisto,SCEE|Activision|SCEI,Nintendo|PlayStation|PC,Adventure|Survival|Action|Survival Horror|3D,1997-09-30,6.8,5.7
a5122,b4820,NiGHTS into Dreams...,Sega Studio China|Sonic Team|Sega,Samsung|Sega|Tec Toy,Xbox|PlayStation|PC|Sega,Action|Platformer|3D|Platform,1996-08-31,8.8,7.6
a5123,b4836,Nights: Journey of Dreams,Sonic Team|Sega Studio USA,Sega,Wii,Action|Platformer|Flying Platformer|3D,2007-12-18,7.4,5.8
a5127,b4840,Nikopol: Secrets of the Immortals,White Birds Productions,Meridian4|Anuman Interactive|Got Game Entertainment,PC,Third-Person|3D|Adventure,2008-09-20,6.6,6.1
a5129,b74,999: Nine Hours Nine Persons Nine Doors,Chunsoft|ChunSoft,Aksys Games|Spike,PlayStation|Nintendo|Other|PC|Mobile,Adventure|Visual Novel,2010-11-16,8.9,8.7
a513,b555,Babel Rising,Bulkypix|Mondo Productions,Bulkypix|Ubisoft,PlayStation|Macintosh|Wii|PC|Xbox|Mobile,Tower Defense|Strategy,2009-12-21,4.9,4.5
a5130,b4843,Ninety-Nine Nights,Q Entertainment|Phantagram,Microsoft Game Studios,Xbox,Action|Beat-'Em-Up|2D|Hack and slash,2006-08-15,7.2,6.2
a5132,b4845,Ninja Blade,From Software|Noviy Disk (Win),Microsoft Games Studios|Iceberg Interactive|From Software|Noviy Disk|ND Games,PC|Xbox,Action game|Action|Adventure,2009-04-07,7.3,6.3
a5133,b4846,Ninja Five-O,Hudson Soft|Hudson,Nintendo|Konami,Nintendo,Action|Platformer|2D|Side-Scroller,2003-04-22,8.2,7.6
a5134,b4848,Ninja Gaiden (2004),Team Ninja,Microsoft Game Studios|Tecmo,Xbox,Action|Adventure,2004-03-02,9.2,8.7
a5135,b4850,Ninja Gaiden 3: Razor's Edge,Team Ninja,Koei Tecmo Games|Nintendo|TECMO KOEI GAMES CO.|LTD.|Tecmo Koei,PlayStation|Wii|Xbox,Action|Adventure|Hack and Slash,2012-11-18,7.3,7.0
a5136,b4849,Ninja Gaiden 3,Team Ninja,LTD.|TECMO KOEI GAMES CO.|Tecmo Koei|Koei Tecmo Games,PlayStation|Xbox,Action|Adventure,2012-03-20,6.4,6.2
a5137,b4851,Ninja Gaiden Black,Team Ninja,Microsoft Game Studios|Tecmo|Koei Tecmo Games,Xbox,Action|Adventure|Action-adventure,2005-09-20,9.3,8.9
a5139,b4855,Ninja Gaiden II: The Dark Sword of Chaos,Tecmo|Manley and Associates Inc.,Koei Tecmo Games|TECMO KOEI GAMES CO.|Tecmo|LTD.|GameTek,Nintendo|PC|Commodore,Action|2D|Platformer,1990-05-01,8.6,7.9
a5140,b4854,Ninja Gaiden II (2008),Team Ninja|Tecmo,Microsoft Game Studios|TECMO KOEI GAMES CO.|Tecmo|LTD.|Microsoft,PlayStation|Xbox,hack and slash|Action|Adventure|Action-adventure,2008-06-03,8.4,7.7
a5141,b4858,Ninja Gaiden Sigma 2,Team Ninja,Koei Tecmo Games|TECMO KOEI GAMES CO.|Tecmo|LTD.|Tecmo Koei,PlayStation,Adventure|Action,2009-09-29,8.5,7.8
a5142,b4857,Ninja Gaiden Sigma,Team Ninja,Eidos Interactive|Koei Tecmo Games|TECMO KOEI GAMES CO.|Tecmo|LTD.|EU: Eidos Interactive,PlayStation,Action|Adventure|Action-adventure,2007-07-03,8.5,8.2
a5146,b4861,Ninja Spirit,Images Design|Bits Studios|Irem|Software Studio,Irem|Nintendo|Activision|NEC,Nintendo|Other|Atari|Commodore,Action|2D|Beat-'Em-Up|Platform,1988-01-01,7.7,7.5
a5147,b4863,Ninjatown,Venan Entertainment|Cashmere Prod.,SouthPeak Games|SouthPeak Interactive,Nintendo,Real-time strategy|Strategy,2008-10-28,8.3,7.6
a5148,b4864,Nintendo Land,Nintendo|Nintendo EAD,Nintendo,Wii,Party/Minigame|Party,2012-11-18,7.7,7.2
a5149,b4866,Nintendogs + Cats,Nintendo|Nintendo EAD,Nintendo,Nintendo,Simulation|Strategy,2011-03-27,7.6,7.3
a515,b557,Back to the Future: The Game,Telltale Games|Iron Galaxy Studios,Telltale Games|Deep Silver,PlayStation|Macintosh|Wii|PC|Xbox|Mobile,Point-and-Click|Third-Person|3D|Adventure,2011-09-29,7.8,7.2
a5150,b4865,Nintendogs,Nintendo|Nintendo EAD,Nintendo|iQue,Nintendo,Simulation|Pet-raising simulation|Strategy,2005-08-22,8.5,6.8
a5151,b4867,Nioh,Team Ninja,Sony Interactive Entertainment|Koei Tecmo|Koei Tecmo Games,PlayStation|PC,Action|Third-Person|Role-Playing,2017-02-07,8.2,8.6
a5156,b4871,No Man's Sky,Hello Games,Sony Interactive Entertainment|Hello Games,PlayStation|PC,Survival|Action|Adventure,2016-08-09,6.2,6.0
a5157,b4873,No More Heroes 2: Desperate Struggle,Grasshopper Manufacture,Ubisoft|JP: Marvelous Entertainment|Rising Star Games|Marvelous|NA: Ubisoft|EU: Rising Star Games,Wii,hack and slash|Action|Beat-'Em-Up|3D,2010-01-26,8.5,8.1
a5158,b4872,No More Heroes,Grasshopper Manufacture,CyberFront|Ubisoft|JP: Marvelous Entertainment|Rising Star Games|Marvelous|NA: Ubisoft|EU: Rising Star Games,Wii|Mobile,Third-Person|Beat-'Em-Up|Real-Time|Action|Hack and Slash|3D,2008-01-22,8.5,8.0
a5160,b4876,No One Lives Forever 2: A Spy in H.A.R.M.'s Way,Monolith Productions,Sierra Entertainment|Imagineer|Mac Play,PC|Macintosh,First-person shooter|First-Person|Stealth|Action|Shooter|3D,2002-09-30,8.9,8.6
a5161,b4878,Noby Noby Boy,Bandai Namco Games|Namco Bandai,Bandai Namco Games|Namco Bandai,PlayStation,Action|Third-Person,2009-02-19,6.9,5.8
a5164,b4881,Normality,Gremlin Interactive,KISS Ltd.|Interplay,PC,Adventure,1996-06-30,7.9,3.7
a5167,b4885,Nosferatu: The Wrath of Malachi,Idol FX,iGames Publishing|iGames|Mindscape Inc.|KISS Ltd.,PC,First-Person|Action|Shooter|3D,2003-10-19,7.4,6.4
a5169,b4890,Not A Hero,Roll7|roll7,Team 17|Devolver Digital,PlayStation|Linux|Macintosh|PC|Xbox,Action|2D|Shooter|Shoot-'Em-Up,2015-05-14,7.1,7.7
a5171,b4892,Nox,Westwood Studios,ak tronic|Westwood Studios|Electronic Arts,PC,Action|role-playing|Role-Playing,2000-01-31,8.5,8.1
a5173,b4893,Nuclear Dawn,InterWave Studios|Interwave Studios,LLC|InterWave Studios|Viva Media|Iceberg Interactive|Interwave Studios,Linux|PC|Macintosh,First-person Shooter|First-Person|Real-time strategy|Action|Shooter|3D,2011-09-22,7.5,6.7
a5174,b4894,Nuclear Strike,Pacific Coast Power & Light|Electronic Arts,THQ|Electronic Arts,Nintendo|PlayStation|PC,Shoot 'em up|Simulation|Flight,1997-08-31,7.4,7.0
a5179,b4903,Obduction,Inc.|Cyan Worlds|Cyan,Inc.|Cyan Worlds|Cyan,PlayStation|PC,First-Person|Adventure|3D|Puzzle,2016-08-24,7.8,7.6
a5180,b4904,ObsCure,Hydravision|Hydravision Entertainment,Frogster Interactive|Microids|DreamCatcher Interactive|Mighty Rocket Studio|MC2 Entertainment|Peter Games,PlayStation|PC|Xbox,Adventure|Survival|Action|Survival Horror|3D,2005-04-06,7.7,7.4
a5182,b4906,Observer,Bloober Team,Aspyr,PlayStation|Linux|Macintosh|PC|Xbox,First-Person|Adventure|3D,2017-08-15,7.3,7.6
a5184,b4908,Oceanhorn: Monster of Uncharted Seas,Cornfox &amp; Brothers|FDG|Cornfox & Bros.,FDG Entertainment|FDG|Limited Run Games|Cornfox & Bros.,PlayStation|Nintendo|Macintosh|PC|Xbox|Mobile,Action|Adventure,2013-11-14,7.5,6.8
a5185,b4910,Octodad: Dadliest Catch,Inc|Kevin Zuhn|Young Horses,Inc|Limited Run Games|Young Horses,PlayStation|Nintendo|Linux|Macintosh|Wii|PC|Xbox|Mobile,Third-Person|Adventure|Real-Time|Action|3D,2011-10-31,7.1,7.2
a5188,b4913,Oddworld: Abe's Exoddus,Digital Dialect (PC port)|Oddworld Inhabitants|Digital Dialect,Riverhillsoft|SCEA|GT Interactive|Infogrames|Oddworld Inhabitants,PlayStation|PC,Action|Cinematic platformer|Platformer|2D,1998-10-31,8.8,8.5
a5189,b4914,Oddworld: Abe's Oddysee,Just Add Water|Oddworld Inhabitants|Digital Dialect|Saffire,CyberFront|SCEA|GameBank|GT Interactive|Infogrames|Oddworld Inhabitants,PlayStation|PC,Scrolling|Platformer|Side|2D|Platform|Action|Puzzle,1997-09-18,8.6,7.8
a5190,b4915,Oddworld: Munch's Oddysee,Just Add Water|Art|Oddworld Inhabitants|TechInform,Microsoft Game Studios|Atari SA|Infogrames|THQ|Oddworld Inhabitants,PlayStation|Nintendo|Other|PC|Xbox|Mobile,Action|Adventure|Platform,2001-11-06,7.9,6.5
a5191,b4917,Oddworld: Stranger's Wrath,Just Add Water|Square One Games|Oddworld Inhabitants,EA Games|Limited Run Games|Oddworld Inhabitants|Electronic Arts,PlayStation|Macintosh|Other|Wii|PC|Xbox|Mobile,First-Person|Action|Third-Person|Adventure,2005-01-25,8.6,7.5
a5193,b4918,Odin Sphere,Vanillaware,Square Enix|PAL: Square Enix|Atlus|ATLUS,PlayStation,Action|Role-Playing|Hack and Slash,2007-05-22,8.3,8.1
a5196,b4920,Of Orcs and Men,Spiders|Cyanide,Focus Home Interactive,PlayStation|PC|Xbox,Role-Playing,2012-10-11,6.8,6.8
a5202,b4925,Ogre Battle 64: Person of Lordly Caliber,Dual Corporation|Quest,JP: Nintendo|Nintendo|NA: Atlus|Square Enix|ATLUS,Nintendo,Turn-Based|Strategy RPG|Strategy|Real-time strategy,2000-10-07,9.2,8.0
a5203,b4926,Ogre Battle: The March of the Black Queen,Artdink|Quest,Riverhillsoft|JP: Artdink (Play|JP: Quest (Super Famicom)|NA: Enix America Corporation (Super NES)|Nintendo|Inc.|Quest|Enix America|Artdink|JP: Riverhill Software (Saturn)|Square Enix|ATLUS,Nintendo|PlayStation|Sega,Turn-Based|Strategy RPG|Strategy|Real-time strategy,1995-05-01,8.5,8.6
a5204,b4931,Oil Rush,Russia|Unigine Corp,Iceberg Interactive|Russia|Unigine Corp,Macintosh|Linux|PC|Mobile,Real-Time|Strategy,2011-09-23,7.3,4.4
a5207,b4932,Okage: Shadow King,Zener Works,Sony Interactive Entertainment|SCEA|SCEI|Sony Computer Entertainment|SCEE,PlayStation,Turn-Based|Role-Playing,2001-10-01,7.7,7.8
a5208,b4933,Okami,HexaDrive|Clover Studio|Ready at Dawn|Capcom,Nintendo|Capcom,PlayStation|Nintendo|Wii|PC|Xbox,Action|Adventure,2006-09-19,9.2,9.0
a5209,b4934,Okamiden,Capcom,Capcom,Nintendo,Action|Adventure|Action-adventure,2011-03-10,8.2,7.7
a5210,b4938,OlliOlli,Tom Hegarty|Devolver Digital|Roll7|roll7,roll7|Devolver Digital|Curve Studios|Curve Digital Games|Roll7,PlayStation|Nintendo|Linux|Macintosh|Wii|PC|Xbox|Mobile,Sports|Skateboarding/Skating,2014-01-22,6.8,7.0
a5211,b4939,OlliOlli2: Welcome to Olliwood,Roll7|roll7,Team 17|roll7|Devolver Digital|Roll7|PQube,PlayStation|Linux|Macintosh|PC|Xbox,Arcade|Sports|Skateboarding/Skating,2015-03-03,6.3,7.2
a5213,b4940,Omega Boost,Polyphony Digital,Sony Computer Entertainment|SCEE|SCEA|SCEI,PlayStation,Third-Person|Rail shooter|Team-Based|Action|Shooter|3D,1999-08-31,8.0,6.7
a5215,b4942,Omerta: City of Gangsters,Haemimont Games|Kalypso,Kalypso|Kalypso Media,PC|Xbox|Macintosh,Simulation|Strategy,2013-01-31,5.3,6.4
a5216,b4943,Omikron: The Nomad Soul,Quantic Dream,Square Enix|Eidos Interactive,PC|Sega,Action|Adventure,1999-11-02,8.0,6.6
a5220,b4953,One Piece: Grand Adventure,Ganbarion,Bandai|Namco Bandai Games|Atari SA,Nintendo|PlayStation,Fighting|Action|3D,2006-08-29,8.1,7.3
a5221,b4954,One Piece: Grand Battle!,Ganbarion,Bandai|Atari|Atari SA,Nintendo|PlayStation,Fighting|Action|3D,2005-09-07,8.0,6.5
a5223,b4955,One Piece: Pirate Warriors,Tecmo Koei|Omega Force,Bandai Namco Games|Namco Bandai Games,PlayStation,Action|Beat-'Em-Up|3D,2012-09-25,7.7,7.2
a5227,b4945,OneChanbara: Bikini Zombie Slayers,Tamsoft,D3Publisher|D3,Wii|Xbox,Beat-'Em-Up|2D|Horror|Action|Hack and Slash,2009-02-10,5.4,6.5
a5227,b4964,Onechanbara: Bikini Samurai Squad,Tamsoft,D3Publisher|D3,Xbox,Beat-'Em-Up|Action|2D|Hack and slash,2009-02-10,5.4,6.6
a5228,b4945,OneChanbara: Bikini Zombie Slayers,Tamsoft,D3Publisher|D3,Wii,Beat-'Em-Up|2D|Horror|Action|Hack and Slash,2009-02-10,6.2,6.5
a5228,b4964,Onechanbara: Bikini Zombie Slayers,Tamsoft,D3Publisher|D3,Wii|Xbox,Beat-'Em-Up|Action|2D|Hack and slash,2009-02-10,6.2,6.6
a5229,b4966,Oni,Rockstar Toronto|Rockstar Toronto (PlayStation 2)|Bungie Software|The Omni Group (Mac OS X port)|Bungie (PC/Mac OS 9),Rockstar Games (PlayStation 2)|Gathering of Developers (PC)|North America)|MediaQuest|MacSoft (Mac|Bungie Software|worl|Feral Interactive (Mac|Rockstar Games|ak tronic|Gathering,PlayStation|PC|Macintosh,Beat 'em up|Beat-'Em-Up|Action|3D|Third-person shooter,2001-01-28,7.5,6.2
a523,b568,Bad Mojo,Pulse Entertainment,Xider Games|Got Game Entertainment|Pulse Entertainment|Night Dive Studios|Acclaim Entertainment,PC|Macintosh,Action|Survival Horror|Adventure,1996-02-29,7.7,6.0
a5230,b4968,Onimusha 2: Samurai's Destiny,Capcom,Capcom,PlayStation,Action|Adventure,2002-08-28,8.4,7.5
a5231,b4969,Onimusha 3: Demon Siege,Capcom,Ubisoft|Valve Software|Capcom,PlayStation|PC,Action|Adventure|Action-adventure,2004-04-27,8.6,7.7
a5232,b4970,Onimusha Blade Warriors,Capcom,Capcom,PlayStation,Fighting|Action|3D,2004-03-24,7.3,4.7
a5233,b4971,Onimusha: Dawn of Dreams,Capcom,Capcom,PlayStation,Action|Adventure,2006-03-07,8.8,7.5
a5234,b4972,Onimusha Tactics,Capcom,Capcom,Nintendo,Turn-Based|Strategy|Tactical RPG,2003-11-11,7.4,6.0
a5235,b4973,Onimusha: Warlords,Capcom,Capcom,PlayStation|PC,Action|Adventure|Action-adventure,2001-03-13,8.5,7.6
a5241,b4976,Open Season,Ubisoft|Ubisoft Quebec|Ubisoft Montreal,Ubisoft,PlayStation|Nintendo|Wii|PC|Xbox,Action|Adventure|Platformer|3D,2006-09-19,6.4,4.2
a5245,b4978,Operation Flashpoint: Cold War Crisis,Bohemia Interactive Studio|Bohemia Interactive,Sold Out Software|Codemasters|Mastertronic,PC|Xbox,Shooter|Tactical|Action|First-Person,2001-08-30,8.6,8.4
a5246,b4979,Operation Flashpoint: Dragon Rising,Codemasters,E-Frontier|Codemasters,PlayStation|PC|Xbox,Open world|First-Person|Tactical|Tactical Shooter|Action|Shooter,2009-10-06,7.3,6.1
a5247,b4980,Operation Flashpoint: Red River,Codemasters,E-Frontier|Codemasters,PlayStation|PC|Xbox,First-Person|Tactical shooter|Action|Shooter|3D,2011-06-06,7.0,6.3
a5252,b4988,Orcs & Elves,Fountainhead Entertainment|id Software,EA Mobile (Mobile Phone)|EA Mobile|Electronic Arts (Nintendo DS)|Electronic Arts,Nintendo|Mobile,Role-playing|Role-Playing,2006-05-01,7.3,7.3
a5253,b4985,Orcs Must Die! 2,Robot Entertainment,Robot Entertainment|Microsoft Studios,PC,Real-Time|Tower Defense|Strategy,2012-07-30,7.8,7.8
a5254,b4984,Orcs Must Die!,Robot Entertainment,Robot Entertainment|Mastertronic|Microsoft Studios,Other|PC|Xbox,Real-Time|Tower Defense|Strategy,2011-10-05,8.0,7.6
a5259,b4989,Oreshika: Tainted Bloodlines,Alfa System,SCEA|SCEI|Sony Computer Entertainment|SCEE|SCE Australia,PlayStation,Role-Playing,2015-03-03,8.2,7.3
a5260,b4991,Ori and the Blind Forest,Mon Studios|Moon Studios,Microsoft Game Studios|Microsoft Studios,PC|Xbox,Platformer|Adventure|2D|Platform|Action,2015-03-11,9.0,8.8
a5262,b4994,Orphen: Scion of Sorcery,Shade,Kadokawa Shoten|EU: Activision|NA: Activision|Activision|JP: Kadokawa Shoten/ESP,PlayStation,Action|Role-Playing,2000-10-23,6.3,5.8
a5263,b4997,Osmos,Hemisphere Games,Hemisphere Games,Macintosh|Linux|PC|Mobile,Puzzle,2009-08-18,7.5,6.7
a5266,b4999,Otogi: Myth of Demons,From Software,From Software|Sega,Xbox,Action|Adventure|Hack and slash,2003-08-27,8.2,7.8
a527,b574,Baldur's Gate: Dark Alliance II,Black Isle Studios|Interplay Entertainment,Avalon Interactive|Interplay Entertainment|Interplay,PlayStation|Xbox,Action|Role-playing|Role-Playing,2004-01-20,8.3,7.9
a5272,b5006,Outcast,Appeal,Fresh 3D|Infogrames,PC,Action|Adventure,1999-07-31,8.9,8.9
a5274,b5007,Outland,Knockout Games|Housemarque,Ubisoft|Housemarque,PlayStation|Linux|Macintosh|PC|Xbox,Action|2D|Platformer|Platform,2011-04-27,8.1,7.8
a5275,b5009,Outlast 2,Red Barrels,Red Barrels,PlayStation|Nintendo|Macintosh|PC|Xbox,First-Person|Adventure|Survival|Action|Survival Horror|3D,2017-04-24,6.4,7.1
a5276,b5008,Outlast,Red Barrels,Red Barrels,PlayStation|Nintendo|Linux|Macintosh|PC|Xbox,First-Person|Adventure|Survival|Action|Survival Horror|3D,2013-09-04,8.0,7.8
a528,b573,Baldur's Gate: Dark Alliance,Snowblind Studios|Magic Pockets|High Voltage Software,Vivendi Games|Destination Software|Pacific Century Cyber Works|Interplay,Nintendo|PlayStation|Xbox,Role-Playing|Top-Down|Adventure|Real-Time|Action|Hack and Slash,2001-12-02,8.3,8.0
a5283,b5011,Outlaws,LucasArts,LucasArts,PC,First-Person|FPS|Action|Shooter|3D,1997-03-31,8.6,7.9
