ltable_ID,rtable_ID,Title,Developer,Publisher,Platform,Genre,ReleaseDate,lRating,rRating
a1,b8457,.hack//G.U. Vol. 1: Rebirth,CyberConnect2,Bandai|Namco Bandai Games,PlayStation|PC,Action|Role-Playing,2006-10-24,8.8,7.9
a10,b2,007: The World Is Not Enough,Black Ops Entertainment|Black Ops|Eurocom Entertainment Software|Eurocom,Electronic Arts,Nintendo|PlayStation,First-Person|Action|Shooter|3D,2000-11-01,7.6,7.0
a1003,b1029,Caesar III,Impressions Games|Sierra Entertainment,Frogster Interactive|Sierra Entertainment|Activision|Sold Out Software,PC|Macintosh,Strategy|Management,1998-09-30,8.2,7.5
a101,b160,Action Henk,RageSquid,Curve Digital Games|RageSquid,PlayStation|Linux|Macintosh|PC|Xbox,Platformer|2D|Racing|Platform|Action,2014-07-08,5.6,6.6
a1010,b1035,Call of Cthulhu: Dark Corners of the Earth,Headfirst Productions,Bethesda Softworks|2K Games|Ubisoft,PC|Xbox,Adventure|adventure|first-person shooter|Survival|Action|Survival horror|3D,2005-10-24,8.2,7.2
a1011,b1040,Call of Duty 2: Big Red One,Gray Matter Interactive|Treyarch|Pi Studios,Konami|Activision,Nintendo|PlayStation|PC|Xbox,First-person Shooter|First-Person|Action|Shooter|3D,2005-11-01,8.2,7.0
a1012,b1039,Call of Duty 2,IonFX|Infinity Ward|Aspyr,Konami|Activision|Aspyr,PlayStation|Macintosh|PC|Xbox|Mobile,First-Person|Action|Shooter|3D,2005-10-25,9.0,7.9
a1013,b1041,Call of Duty 3,Exakt|Treyarch|Amaze Entertainment,Spike|Activision,PC|PlayStation|Wii|Xbox,First-Person|Action|Shooter|3D,2006-11-07,8.2,6.6
a1014,b1042,Call of Duty 4: Modern Warfare,Treyarch|Infinity Ward|n-Space,Square Enix|Activision|Aspyr,PlayStation|Nintendo|Macintosh|Wii|PC|Xbox,First-Person|Action|Shooter|3D,2007-11-05,9.1,8.2
a1015,b1043,Call of Duty: Advanced Warfare,Sledgehammer Games|High Moon Studios,Square Enix|Activision,PlayStation|PC|Xbox,First-Person|Tactical|Action|Shooter|3D,2014-11-03,7.0,7.3
a1016,b1046,Call of Duty: Black Ops: Declassified,Nihilistic|nStigate Games,Square Enix|Activision,PlayStation,First-Person|Action|Shooter|3D,2012-11-13,4.9,4.5
a1017,b1047,Call of Duty: Black Ops II,Treyarch,Square Enix|Activision,PlayStation|Wii|PC|Xbox,First-Person|Action|Shooter|3D,2012-11-12,7.0,7.5
a1018,b1048,Call of Duty: Black Ops III,Beenox|Treyarch,Sony Interactive Entertainment|Microsoft Game Studios|Activision|SCEI,PlayStation|PC|Xbox,First-Person|Action|Shooter|3D,2015-11-05,6.2,6.9
a1019,b1045,Call of Duty: Black Ops,Treyarch|n-Space,Square Enix|Activision|Aspyr,PlayStation|Nintendo|Macintosh|Wii|PC|Xbox,First-Person|Action|Shooter|3D,2010-11-09,8.0,7.5
a1020,b1053,Call of Duty: Finest Hour,Exakt|Spark Unlimited,Activision|Capcom,Nintendo|PlayStation|Xbox,First-person shooter|First-Person|Action|Shooter|3D,2004-11-16,7.6,6.3
a1021,b1054,Call of Duty: Ghosts,Neversoft|Certain Affinity|Infinity Ward|Raven Software|Treyarch,Square Enix|Activision,PlayStation|Wii|PC|Xbox,First-Person|Action|Shooter|3D,2013-11-05,5.8,6.8
a1022,b1056,Call of Duty: Infinite Warfare,Infinity Ward,Sony Interactive Entertainment|Activision,PlayStation|PC|Xbox,First-Person|Action|Tactical|Shooter,2016-11-04,6.4,7.3
a1022,b1062,Call of Duty: Modern Warfare - Remastered,Infinity Ward,Sony Interactive Entertainment|Activision,PlayStation|PC|Xbox,First-Person|Action|Tactical|Shooter,2016-11-04,6.4,8.1
a1023,b1057,Call of Duty: Modern Warfare 2,Infinity Ward|Aspyr,Square Enix|Activision|Aspyr,PlayStation|PC|Xbox|Macintosh,First-Person|Action|Shooter|3D,2009-11-10,8.3,7.9
a1025,b1059,Call of Duty: Modern Warfare 3,Aspyr|Infinity Ward|Raven Software|Sledgehammer Games|Treyarch,Square Enix|Activision|Aspyr,PlayStation|Macintosh|Wii|PC|Xbox,First-Person|Action|Shooter|3D,2011-11-08,7.2,7.3
a1026,b1066,Call of Duty: World at War,Exakt|Treyarch|n-Space,Activision,PlayStation|Nintendo|Wii|PC|Xbox,First-Person|Action|Shooter|3D,2008-11-10,8.4,7.5
a1027,b1065,Call of Duty: WWII,Sledgehammer Games,Sony Interactive Entertainment|Activision,PlayStation|PC|Xbox,First-Person|Action|Shooter|3D,2017-11-03,6.3,7.4
a1028,b1038,Call of Duty,Nokia|Gray Matter|Infinity Ward,MediaQuest|ak tronic|Activision|Aspyr,PlayStation|Nintendo|Macintosh|PC|Xbox|Mobile,First-Person|Action|Shooter|3D,2003-10-29,9.0,8.1
a1029,b1069,Call of Juarez: Bound in Blood,Techland,Mastertronic|Ubisoft|Rondomedia,PlayStation|PC|Xbox,First-Person|Action|Shooter|3D,2009-06-30,8.2,7.4
a1030,b1070,Call of Juarez: Gunslinger,Techland,Ubisoft,PlayStation|PC|Xbox,First-Person|Action|Shooter|3D,2013-05-14,8.0,7.9
a1031,b1071,Call of Juarez: The Cartel,Ubisoft|Techland,E-Frontier|Ubisoft,PlayStation|PC|Xbox,First-person shooter|First-Person|Action|Shooter|3D,2011-07-19,5.5,5.0
a1032,b1068,Call of Juarez,Techland,Ascaron|Ubisoft|Ascaron Entertainment GmbH|Focus Home Interactive|Techland|ak tronic|Focus Multimedia,PC|Xbox,First-Person|Action|Shooter|3D,2007-06-07,7.6,7.4
a1036,b1079,Cannon Brawl,Turtle Sandbox|Turtle Sandbox LLC,Turtle Sandbox LLC|BlitWorks,PlayStation|Linux|Macintosh|PC|Xbox,Real-Time|Action|Strategy,2013-07-30,6.9,6.5
a1037,b1081,Cannon Spike,Psikyo,Capcom,Other|Sega,Shoot-'Em-Up|2D|Multidirectional|Action|Shooter,2000-11-14,7.7,7.5
a1042,b1082,Capcom Fighting Evolution,Capcom Production Studio 2|Capcom,SCEA|Capcom,Other|PlayStation|Xbox,Fighting|Action|2D,2004-10-24,6.9,5.6
a1045,b1085,Capcom vs. SNK: Millennium Fight 2000 Pro,Capcom Production Studio 1|Klein Computer Entertainment|Capcom,Capcom,Other|PlayStation|Sega,Action|2D|Fighting,2002-08-14,7.8,8.0
a1049,b1086,Capsized,Alientrap Games|Alientrap|Koolhaus Games,Alientrap|Namco Bandai Games|Alientrap Games,Xbox|Linux|PC|Macintosh,Action|2D|Platformer,2011-04-29,7.6,6.5
a105,b157,ActRaiser,Quintet,Enix Corporation|Nintendo|Inc.|Enix|Enix America|Square Enix,Nintendo|Wii,Open-World|Adventure|Simulation|City-Building|Action|3D,1991-11-01,8.4,8.0
a1050,b1088,Captain America: Super Soldier,Sega Europe|High Voltage Software|High Voltage Software (Wii)|Next Level Games,Sega,Nintendo|PlayStation|Wii|Xbox,Action|Beat 'em Up,2011-07-19,7.3,6.7
a1051,b1092,Captain Toad: Treasure Tracker,Nintendo EAD Tokyo,Nintendo,Nintendo|Wii,Platformer|Platform|Action|3D|Puzzle,2014-12-05,8.1,8.0
a1055,b1095,Carcassonne,Sierra Online|Exozet Games GmbH,Sierra Online|Microsoft Game Studios|Deep Silver,Nintendo|Xbox|Mobile,Turn-Based|Strategy|Trivia/Board Game,2007-06-27,7.7,6.9
a1057,b1099,Cargo! - The Quest for Gravity,Ice-pick Lodge|Ice-Pick Lodge Studio,LLC|bitComposer Games|Viva Media,PC,Action|Adventure,2011-04-21,6.5,7.0
a1059,b1104,Carmageddon 3: TDR 2000,Torus Games,SCi|Stainless Games|Xicat Interactive,PC,Car Combat|Simulation,2000-12-14,7.0,6.5
a1060,b1100,Carmageddon,Software Creations|Aqua Pacific|Stainless Games,Titus Software|Stainless Games|Ubisoft|SCi|GT Interactive|Interplay,Nintendo|PlayStation|PC|Mobile,Simulation|Vehicular combat,1997-06-30,7.8,7.9
a1076,b1111,Cartoon Network: Punch Time Explosion,Papaya Studio|Papaya Studios,Deep Silver|Papaya Studios|Little Orbit|Crave Entertainment (US)|Crave|OG International Ltd|Deep Silver (UK),Nintendo|PlayStation|Wii|Xbox,Fighting|2D|Action,2011-06-02,6.6,5.7
a1085,b1114,Castle Crashers,The Behemoth,The Behemoth|Microsoft Game Studios,PlayStation|PC|Xbox|Macintosh,Role-Playing|Beat-'Em-Up|Beat 'em Up|2D|Action,2008-08-27,8.7,7.8
a1088,b1113,CastleStorm,Zen Studios,Spike Chunsoft|Zen Studios|Microsoft Game Studios,PlayStation|Wii|PC|Xbox,Action|Strategy,2013-05-29,7.1,7.1
a1089,b1119,Castlevania: Aria of Sorrow,KCET|The Code Monkeys|Konami Computer Entertainment Tokyo,Konami Mobile & Online|Inc.|Konami,Nintendo|Other|Wii|PC|Mobile,Action|Adventure|Role-Playing,2003-05-06,9.0,8.6
a1090,b1121,Castlevania Chronicles,Konami Computer Entertainment Tokyo|Konami,Konami|SCEA,Other|PlayStation,Action|2D|Platformer|Platforming,2001-10-08,7.2,7.0
a1091,b1122,Castlevania: Circle of the Moon,KCEK|Konami Computer Entertainment Kobe,Konami,Nintendo|Other|Wii|PC,Action|Adventure|Role-Playing,2001-06-10,8.9,7.7
a1092,b1123,Castlevania: Curse of Darkness,Konami,Konami,PlayStation|Xbox,Action|Adventure,2005-11-01,8.0,7.5
a1093,b1124,Castlevania: Dawn of Sorrow,Konami,Konami,Nintendo|Other|Mobile,Action|Adventure|Role-Playing,2005-10-04,9.1,8.3
a1094,b1126,Castlevania: Harmony of Despair,Konami,Konami,PlayStation|Xbox,Action|Adventure|Action-adventure,2010-08-04,7.8,7.0
a1095,b1127,Castlevania: Harmony of Dissonance,KCET|Konami TYO,Konami,Nintendo|Other|Wii,Action|Adventure|Role-Playing,2002-09-16,8.4,7.6
a1096,b1130,Castlevania II: Simon's Quest,Konami,Konami,Nintendo|Other|Wii,Action|Adventure|Role-Playing,1988-12-01,7.9,7.1
a1097,b1131,Castlevania Judgment,Eighting|Konami,Konami,Wii,Fighting|Action|3D,2008-11-18,6.5,6.8
a1098,b1132,Castlevania: Lament of Innocence,KCET|Konami,Konami|SCEA,PlayStation,Action|Adventure,2003-10-21,8.0,7.3
a1099,b1133,Castlevania: Legacy of Darkness,KCEK|Konami Computer Entertainment Kobe,Konami,Nintendo,Platformer|Action-adventure|platforming|Action|3D,1999-11-30,7.8,6.7
a11,b7651,007: Tomorrow Never Dies,Black Ops Entertainment|Black Ops,MGM Interactive|EA Games|Electronic Arts Victor|Electronic Arts,PlayStation,Third-Person|3D|Action|Shooter,1999-11-16,6.3,5.6
a1100,b1136,Castlevania: Lords of Shadow 2,MercurySteam|Mercury Steam,Konami,PlayStation|PC|Xbox,Action|Adventure,2014-02-25,7.5,7.0
a1101,b1138,Castlevania: Lords of Shadow - Mirror of Fate,MercurySteam|Mercury Steam,Konami,Nintendo|PlayStation|PC|Xbox,Action|Adventure,2013-03-05,7.2,7.6
a1101,b1139,Castlevania: Lords of Shadow - Mirror of Fate HD,Mercury Steam Entertainment|Mercury Steam,Konami|Konami Digital Entertainment,Nintendo|PlayStation|PC|Xbox,Action|Adventure,2013-03-05,7.2,7.4
a1102,b1135,Castlevania: Lords of Shadow,MercurySteam|Climax Studios|Kojima Productions|Mercury Steam,Konami,PlayStation|PC|Xbox,Action|Adventure,2010-10-05,8.3,8.0
a1103,b1144,Castlevania: Order of Ecclesia,Konami,Konami,Nintendo,Action|Adventure|Role-Playing,2008-10-21,8.7,8.5
a1104,b1145,Castlevania: Portrait of Ruin,Konami,Konami,Nintendo,Action|Adventure|Role-Playing,2006-12-05,8.7,8.0
a1105,b1147,Castlevania: Symphony of the Night,KCE Tokyo|Konami Computer Entertainment Nagoya|Konami|Digital Eclipse,Konami|SCEA,PlayStation|Sega|Other|PC|Xbox,Action|Adventure|Role-Playing,1997-10-02,9.2,9.2
a1106,b1150,Castlevania: The Dracula X Chronicles,Konami,Konami,Other|PlayStation,Platforming|Compilation,2007-10-23,8.3,7.6
a1107,b1118,Castlevania,Konami|Unlimited Software Inc.|Novotrade|Upstart Games,Nintendo|Konami Mobile & Online|Konami|Inc.,Commodore|Nintendo|Other|Wii|PC|Mobile,Action|2D|Platformer,1987-05-01,8.1,7.8
a1111,b1152,Catherine,Atlus|Persona Team|ATLUS,Atlus|Deep Silver|ATLUS,PlayStation|PC|Xbox,Adventure|Platform|Survival|Action|Survival Horror|3D|Puzzle,2011-07-26,8.2,8.3
a1116,b1156,Cel Damage,Finish Line Games|Pseudo Interactive,Finish Line Games|System 3|Play It!|Electronic Arts,Nintendo|PlayStation|Xbox,Car Combat|Simulation,2001-11-14,7.1,7.0
a1117,b1157,Celeste (2018),Matt Makes Games|Matt Makes Games Inc.,Matt Makes Games|Matt Makes Games Inc.,PlayStation|Nintendo|Linux|Macintosh|PC|Xbox,Action|2D|Platformer|Platform,2018-01-25,7.8,9.1
a112,b172,Advance Wars 2: Black Hole Rising,Intelligent Systems,Nintendo,Nintendo|Wii,Turn-Based|Strategy|Turn-based tactics,2003-06-24,9.0,8.3
a1126,b1163,Chameleon Twist,Japan System Supply,Sunsoft|Japan System Supply|SunSoft,Nintendo,Action|Platformer|3D,1997-11-30,6.2,5.1
a1128,b1165,Champions of Norrath,Snowblind Studios,Sony Online Entertainment,PlayStation,Action|Role-Playing,2004-02-10,8.5,8.1
a113,b173,Advance Wars: Days of Ruin,Intelligent Systems,Nintendo,Nintendo,Turn-Based|Tactical|Strategy,2008-01-21,8.6,7.8
a1130,b1164,Champions: Return to Arms,Snowblind Studios,Sony Online Entertainment,PlayStation,Action|Role-Playing,2005-02-07,8.5,7.9
a114,b174,Advance Wars: Dual Strike,Intelligent Systems,Nintendo,Nintendo,Turn-Based|Tactical|Strategy,2005-08-22,9.1,8.1
a1140,b1168,Chaos Legion,Capcom Production Studio 6|Capcom,Capcom,PlayStation|PC,Action RPG|Action|Adventure|Action-adventure,2003-08-06,7.3,6.6
a1141,b1172,Chaos on Deponia,Daedalic Entertainment,Daedalic Entertainment|Merge Games,PlayStation|Linux|Macintosh|PC|Xbox,Adventure,2012-11-06,8.1,8.1
a1142,b1169,Chaos Rings,Square Enix|Media.Vision|Media Vision,Square Enix,PlayStation|Mobile,Role-playing|Role-Playing,2010-04-20,8.2,7.8
a1147,b1174,Charlie Murder,Ska Studios,Ska Studios|Microsoft Game Studios,Xbox|Linux|PC|Macintosh,Beat-'Em-Up|2D|Platform|Fighting|Action,2013-08-14,7.5,7.6
a115,b171,Advance Wars,Intelligent Systems,Nintendo,Nintendo|Other|Wii,Turn-Based|Strategy|Turn-based tactics,2001-09-09,9.0,8.2
a1162,b1181,Chibi-Robo!: Park Patrol,Skip Ltd.|Skip,Nintendo,Nintendo,Action|Adventure,2007-10-02,7.9,7.8
a1163,b1182,Chibi-Robo! Zip Lash,Skip Ltd.,Nintendo,Nintendo,Action|2D|Scrolling|Platformer,2015-10-09,5.2,6.2
a1167,b1187,Child of Eden,Q Entertainment,Ubisoft,PlayStation|Xbox,On-Rails|Music/Rhythm|Action|Shooter|3D,2011-06-14,7.8,7.3
a1168,b1188,Child of Light,Ubisoft Montreal,Ubisoft,PlayStation|Wii|PC|Xbox,Role-Playing|Platform,2014-04-29,8.2,8.1
a1169,b1189,Children of Mana,Square Enix|Nex Entertainment,Nintendo|NA/PAL: Nintendo|Square Enix|JP: Square Enix,Nintendo,Action|Role-Playing,2006-11-01,7.3,6.4
a1173,b1196,Chocobo Racing,Square Product Development Division 7|SquareSoft,JP: Square Co.|SquareSoft|NA: Square Electronic Arts|Square Enix|Square EA|PAL: Square Co.,PlayStation,Arcade|Driving/Racing|Racing,1999-07-31,7.2,7.0
a1174,b1197,Chocobo's Dungeon 2,Square|SquareSoft,Square Enix|Square EA|Square|SquareSoft,PlayStation,Dungeon crawler|Roguelike|Role-Playing,1999-11-30,7.4,7.0
a1175,b1201,Choplifter HD,inXile Entertainment|InXile Entertainment,inXile Entertainment|InXile Entertainment,Other|PlayStation|PC|Xbox,Action|2D|Shoot 'em up|Shoot-'Em-Up,2012-01-10,6.3,6.3
a118,b175,Advent Rising,Demiurge Studios|GlyphX Games,Majesco|Majesco Games|THQ,PC|Xbox,Action|action-adventure|Adventure|Third-person,2005-05-31,7.6,7.3
a1181,b1206,Chrome,Techland,Meridian4|Strategy First,PC,First-person shooter|First-Person|Action|Shooter|3D,2003-10-28,7.4,7.4
a1182,b1208,Chromehounds,From Software,Sega,Xbox,Mech simulator|Simulation,2006-07-11,8.0,6.3
a1184,b1210,Chrono Cross,Square Product|SquareSoft,Square Enix|Square EA|Square Electronic Arts|SquareSoft,Other|PlayStation,Role-Playing,2000-08-15,9.3,8.5
a1185,b1211,Chrono Trigger,Square Enix|Square|TOSE|SquareSoft,Square Enix|Square|SquareSoft,PlayStation|Nintendo|Other|Wii|PC|Mobile,Role-Playing,1995-08-22,9.5,9.4
a1186,b1213,ChuChu Rocket!,Sonic Team|Sega,Infogrames|Sega,Nintendo|Sega|Mobile,Puzzle,2000-02-29,7.9,5.9
a1191,b1224,Cities in Motion,Colossal Order|CyberFront|Paradox Interactive,CyberFront|Ikaron|Paradox Software|Avanquest Software|Paradox Interactive,Linux|PC|Macintosh,Business simulation|Simulation,2011-02-22,7.0,6.5
a1192,b1221,Cities: Skylines,Colossal Order|Tantalus Interactive,Spike Chunsoft|Deep Silver|Ikaron|Paradox Interactive,PlayStation|Linux|Macintosh|PC|Xbox,Top-Down|Management|Strategy|Real-Time|City-Building,2015-03-10,8.1,8.3
a1195,b1226,Citizens of Earth,Eden Industries,Arc System Works|ATLUS,Nintendo|PlayStation|Wii|PC,Role-Playing,2015-01-20,6.1,6.7
a12,b12,1-2-Switch,Nintendo|Nintendo EPD,Nintendo,Nintendo,Party/Minigame|Action|Party,2017-03-03,2.0,5.4
a120,b177,Adventure Island,Hudson Soft|West One|Hudson|Flying Tiger Development,Mattel|Hudson Soft|Hudson|Konami,Nintendo|Other|Mobile,Action|Platformer|2D|Platform,1988-09-01,7.6,6.5
a1201,b1227,CivCity: Rome,Firaxis|Firefly Studios|Firaxis Games|FireFly Studios,ak tronic|Sold Out Software|2K Games|Mastertronic,PC,Management|City-Building|Strategy,2006-07-24,7.3,6.7
a1205,b6130,Sid Meier's Civilization II,MPS Labs|MicroProse|LTI Gray Matter,Hasbro Interactive|MicroProse|Activision|Infogrames|Mac Play|Human Entertainment,PlayStation|PC|Macintosh,Turn-Based|Strategy|Turn-Based Strategy,1996-02-29,8.9,8.3
a1210,b6740,Super Mario Bros.,Nintendo|Nintendo Creative Department,Nintendo|Playtronic|Hamster,Nintendo|Other|Wii|PC,Action|2D|Platformer|Platform,1985-10-18,8.9,8.2
a1213,b1232,ClayFighter 63 1/3,Interplay,Interplay,Nintendo,Fighting|Action|2D,1997-09-30,5.8,5.5
a1215,b1234,Clive Barker's Jericho,MercurySteam|Alchemic Productions|Mercury Steam,Codemasters|Mastertronic,PlayStation|PC|Xbox,Shooter|First-Person|Adventure|Survival|Action|Survival Horror|3D,2007-10-23,7.3,6.4
a1216,b1235,Clive Barker's Undying,Dreamworks Games|Westlake Interactive (Mac)|DreamWorks Interactive|Westlake Interactive,Sold Out Software|Electronic Arts|Aspyr (Mac)|Aspyr,PC|Macintosh,First-Person|Action|Survival Horror|Shooter|3D,2001-02-21,8.8,7.9
a1217,b1238,Clock Tower (1996),Human Entertainment,ASCII Entertainment|SunSoft|Human Entertainment,PlayStation,Point-and-Click|Survival Horror|Adventure,1997-10-01,7.6,6.8
a1218,b1239,Clock Tower 3,Capcom Production Studio 3 Sunsoft|SunSoft,Capcom,PlayStation,Adventure|Survival|Action|Survival Horror|3D,2003-03-18,7.5,6.0
a1219,b1240,Clock Tower II: The Struggle Within,Human Entertainment,Agetec Inc.|SCEA|SunSoft|Human Entertainment,PlayStation,Survival Horror|Adventure,1999-10-31,6.0,5.3
a1220,b1243,Cloning Clyde,NinjaBee,NinjaBee|Microsoft,PC|Xbox,Action|2D|Side-scroller|Platformer,2006-07-19,8.0,5.0
a1228,b1245,Closure,Eyebrow Interactive,Eyebrow Interactive,PlayStation|Linux|PC|Macintosh,Action|2D|Platformer|Puzzle,2009-01-01,7.8,7.4
a1229,b1247,Cloudberry Kingdom,Pwnee Studios,Ubisoft,PlayStation|Linux|Macintosh|Wii|PC|Xbox,Action|2D|Platformer|Platform,2013-07-30,6.6,6.7
a124,b185,Adventures of Lolo,HAL Labs|HAL Laboratory,Nintendo|HAL America|HAL Labs,Nintendo|Wii,Action|Puzzle,1989-04-01,7.9,7.7
a1240,b1254,Code Name: S.T.E.A.M.,Intelligent Systems,Nintendo,Nintendo,Turn-Based|Action|Strategy,2015-03-13,7.0,7.7
a1241,b1256,Code of Princess,Nicalis|Bones|Studio Saizensen|Agatsuma Entertainment,Atlus|Agatsuma Entertainment|Nicalis|Degica|ATLUS,Nintendo|PC,Action|Role-Playing,2012-10-09,7.6,6.7
a1250,b1267,Cold Fear,Darkworks,Ubisoft,PlayStation|PC|Xbox,Adventure|Survival|Action|Survival Horror|Third-person Shooter|3D,2005-03-15,7.8,7.0
a1252,b1268,Cold Winter,Swordfish Studios,VU Games|Vivendi Universal Games,PlayStation,First-person Shooter|First-Person|Action|Shooter|3D,2005-05-11,8.1,7.3
a1255,b1272,Colin McRae Rally 2.0,Spellbound|Codemasters|Spellbound Interactive,Codemasters|Ubisoft|Ubisoft Entertainment|Spike,Nintendo|PlayStation|PC,Driving/Racing|Racing|Simulation|Sports,2000-12-05,8.3,7.9
a1256,b1273,Colin McRae Rally 2005,Codemasters|Six by Nine|Ideaworks3D|Ideaworks Game Studio|I-Play,Interchannel-Holon|Codemasters|Sold Out Software|Feral Interactive|Nokia,PlayStation|PC|Xbox|Mobile,Driving/Racing|Racing|Simulation,2004-09-28,8.3,7.4
a1266,b1276,Color Guardians,Fair Play Labs,Fair Play Labs|Niffler|Niffler Ltd|CrossFunction,PlayStation|PC|Macintosh,Action|Platformer|3D,2015-05-12,5.1,4.9
a1269,b1277,Columns,Compile|SystemSoft|Laser Soft|Sega,Sega|SystemSoft|Laser Soft|Telenet Japan|Samsung|Tec Toy,Other|PC|Sega,Matching/Stacking|Puzzle,1990-06-29,7.4,6.4
a1284,b1281,Comic Jumper: The Adventures of Captain Smiley,Twisted Pixel Games,Microsoft Game Studios|Twisted Pixel Games,Xbox,Action,2010-10-06,7.6,6.8
a1285,b1282,Comix Zone,Virtucraft|Backbone Entertainment|Sega|Sega Technical Institute,Sega|Tec Toy,PlayStation|Sega|Nintendo|PC|Xbox|Mobile,Action|2D|Platformer|Beat 'em up,1995-07-01,8.1,7.6
a1286,b1285,Command & Conquer 3: Tiberium Wars,TransGaming|EA LA|EA Los Angeles|Electronic Arts,EA Games|Electronic Arts,Macintosh|PC|Xbox|Mobile,Real-Time|Strategy,2007-03-26,8.7,7.4
a1287,b1286,Command & Conquer 4: Tiberian Twilight,EA Los Angeles|EA LA,Electronic Arts,PC,Real-Time|Tactical|Strategy,2010-03-16,4.0,5.5
a1288,b1287,Command & Conquer: Generals,EA Pacific|EA LA|i5works|EA Pacific (Windows)|Aspyr Media (Mac OS),Aspyr|EA Games|Electronic Arts|MacSoft (Mac OS)|EA Games (Windows),PC|Macintosh,Real-Time|Real-time strategy|Strategy,2003-02-10,8.7,8.1
a1289,b1290,Command & Conquer: Red Alert 2,Westwood Pacific|Westwood Studios|Electronic Arts,Sold Out Software|EA Games|Novitas|Electronic Arts,PC,Real-Time|Real-time strategy|Strategy,2000-10-21,8.7,8.6
a1290,b1292,Command & Conquer: Red Alert 3 - Uprising,EA Los Angeles|EA LA,EA Games|Electronic Arts,PC,Real-Time|Strategy,2009-03-12,6.9,6.9
a1291,b1291,Command & Conquer: Red Alert 3,EA Los Angeles|EA LA,Electronic Arts,PlayStation|PC|Xbox|Macintosh,Real-Time|Strategy,2008-10-28,7.6,7.6
a1292,b1294,Command & Conquer: Red Alert - Retaliation,Westwood Studios,Westwood Studios|Virgin Interactive|Electronic Arts,PlayStation|PC,Compilation|Turn-based Strategy,1998-08-28,7.7,7.8
a1293,b1289,Command & Conquer: Red Alert,Westwood Studios|Electronic Arts,Virgin Interactive|Sony Computer Entertainment (PSN)|Electronic Arts|Sold Out Software|Westwood Studios,PlayStation|PC|Mobile,Real-Time|Real-time strategy|Strategy,1996-10-31,8.7,7.9
a1294,b1296,Command & Conquer: Renegade,Westwood Studios,Sold Out Software|EA Games|Electronic Arts,PC,First-Person|Tactical Shooter|Action|Shooter|3D,2002-02-27,8.0,6.3
a1297,b1298,Command & Conquer: Tiberian Sun,Westwood Studios,Sold Out Software|Westwood Studios|Virgin Interactive|Electronic Arts,PC,Real-Time|Real-time strategy|Strategy,1999-08-24,8.2,7.5
a1298,b1283,Command & Conquer,Looking Glass Studios|Westwood Studios|Looking Glass Studios (N64),Sega (Saturn)|Nintendo (N64)|Sega|Nintendo|Acclaim Japan|Virgin Interactive|Electronic Arts(Since 1998; also freeware release)|Electronic Arts|Westwood Studios|Tec Toy,PlayStation|Sega|Nintendo|Macintosh|PC,Real-Time|Real-time strategy|Strategy,1995-08-31,8.6,7.7
a1304,b1310,Commandos 2: Men of Courage,Pyro Studios|Zonic|Zonic Limited (Mac OS X),Eidos Interactive|Digital Game Factory|Feral Interactive (Mac OS X)|Sold Out Software|Feral Interactive,PlayStation|PC|Xbox|Macintosh,Real-Time|Strategy|Real-time tactics,2001-09-20,8.5,8.5
a1305,b1311,Commandos 3: Destination Berlin,Pyro Studios|Zonic Limited (Mac OS X),Eidos Interactive|Mastertronic|Digital Game Factory|Feral Interactive (Mac OS X)|Sold Out Software|Feral Interactive,PC|Macintosh,Real-Time|Strategy|Real-time tactics,2003-10-14,8.0,7.1
a1306,b1312,Commandos: Behind Enemy Lines,Pyro Studios,Digital Game Factory|Eidos Interactive|Sold Out Software,PC,Real-Time|Strategy|Real-time tactics,1998-07-31,8.5,8.1
a1307,b1313,Commandos: Beyond the Call of Duty,Pyro Studios,Digital Game Factory|Eidos Interactive|Sold Out Software,PC,Strategy|Real-Time,1999-03-31,7.9,8.1
a1308,b1314,Commandos: Strike Force,Pyro Studios,Eidos Interactive|Sold Out Software|Spike,PlayStation|PC|Xbox,First-Person|Action|Tactical|Shooter,2006-04-04,7.0,6.6
a1309,b1316,Company of Heroes 2,Relic|Feral Interactive|Relic Entertainment,Feral Interactive|Sega,Linux|PC|Macintosh,Real-Time|Strategy,2013-06-25,6.4,7.6
a131,b192,Aero the Acro-Bat,Iguana Entertainment|Atomic Planet Entertainment|Atomic Planet,Metro 3D/Zoo Digital|SunSoft|Zoo Digital Publishing|Metro3D|Sunsoft,Nintendo|Sega,Action|Platformer|2D|Platform,1993-10-01,6.4,6.0
a1310,b1317,Company of Heroes: Opposing Fronts,Relic|Relic Entertainment,ak tronic|THQ|Focus Multimedia,PC,Real-Time|Strategy,2007-09-24,8.6,7.8
a1311,b1318,Company of Heroes: Tales of Valor,Relic|Relic Entertainment,Zoo Corporation|THQ,PC,Real-Time|Strategy,2009-04-07,7.4,7.7
a1312,b1315,Company of Heroes,Relic|Relic Entertainment,ak tronic|Russel|THQ|Sega,PC,Real-Time|Strategy,2006-09-13,9.2,8.2
a1313,b1319,Conan (2007),Nihilistic|Nihilistic Software,THQ,PlayStation|Xbox,Action|Adventure,2007-10-23,7.3,5.8
a1314,b1321,Conception II: Children of the Seven Stars,Spike|Spike Chunsoft,Atlus|Spike Chunsoft|ATLUS,Nintendo|PlayStation|PC,Turn-Based|Role-Playing,2013-08-22,7.8,7.2
