Title,Developer,Publisher,Platform,Genre,ReleaseDate,Rating
Alan Wake,Remedy Entertainment,Microsoft Game Studios,PC|PlayStation 3|Xbox 360|Xbox One,Third-Person|Action|Shooter|Survival Horror,18 May 2010,8.0
Alan Wake: The Signal DLC,Remedy Entertainment,Microsoft Game Studios,PC|Xbox 360|Xbox One,Third-Person|Action|Shooter|Survival Horror,27 July 2010,7.6
Alan Wake: The Writer DLC,Remedy Entertainment,Microsoft Game Studios,PC|Xbox 360|Xbox One,Third-Person|Action|Shooter|Survival Horror,12 October 2010,7.9
Alan Wake's American Nightmare,Remedy Entertainment,Microsoft Studios,PC|PlayStation 3|Xbox 360|Xbox One,Third-Person|Action|Shooter|Survival Horror,22 February 2012,6.9
Albedo: Eyes From Outer Space,Ivan Venturi Productions,Merge Games,PC|PlayStation 4|Xbox One,First-Person,03 October 2014,3.3
Albert Odyssey: Legend of Eldean,Sunsoft,JP: Sunsoft|NA: Working Designs,Sega Saturn,Role-Playing,24 July 1997,8.3
Albert and Otto: The Adventure Begins,Nikola Kostic,KBros Games,PC,Scrolling|Platform|Puzzle,28 October 2015,7.0
Alchemy Mysteries: Prague Legends,Jetios Limited,,Linux|PC,Hidden Object,04 February 2014,5.2
Alex Hunter - Lord of the Mind,Alawar,Viva Media,PC,Hidden Object,03 December 2013,5.0
Alex Kidd: The Lost Stars,Sega,Sega,Sega Master System,Platform,1986,5.4
Alex Kidd in Miracle World,Sega,Sega|Microsoft,PlayStation 3|Sega Master System|Xbox 360,Platform,1990,7.1
Alex Kidd in Shinobi World,Sega,Sega,Sega Master System,Platform,1990,7.6
Alex Kidd in the Enchanted Castle,Sega,Sega,PlayStation 3|Sega Master System|Sega Mega Drive/Genesis,Platform,14 August 1989,4.6
AliceMare,Miwashiba,AGM PLAYISM,PC,Adventure|Survival Horror,22 November 2016,6.7
Alice: Madness Returns,Spicy Horse,Electronic Arts,PC|PlayStation 3|Xbox 360,Action|Adventure|Platform,14 June 2011,7.5
Alien 3,Probe Entertainment|Eden Entertainment,Arena Entertainment|Acclaim Entertainment|LJN|Virgin Interactive,Sega Mega Drive/Genesis|Super Nintendo,Action,1992,6.1
Alien Breed 2: Assault,Team 17,,PC|PlayStation 3|Xbox 360,Action|Shooter,22 September 2010,6.0
Alien Breed 3: Descent,Team 17,Team 17,PC|PlayStation 3,Action|Shooter,17 November 2010,6.2
Alien Breed: Impact,Team 17,,PC|PlayStation 3|Xbox 360,Action|Shooter,03 June 2010,6.0
Alien Hallway,Sigma Team Inc.,Sigma Team Inc.,PC,Action|Strategy,19 August 2011,6.1
Alien Hominid,The Behemoth|Tuna Technologies,O3 Entertainment|Zoo Digital Publishing,Game Boy Advance|Nintendo DS|Nintendo GameCube|PlayStation 2,Run and Gun,18 November 2004,7.5
Alien Hominid HD,The Behemoth,O3 Entertainment (North America)|Zoo Digital Publishing (Europe),Xbox 360,Run and gun,28 February 2007,6.2
Alien: Isolation,The Creative Assembly,Sega,Linux|PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,First-Person|Stealth,07 October 2014,8.4
Alien: Isolation - Crew Expendable,The Creative Assembly,Sega,PC|PlayStation 4|Xbox One,First-Person|Stealth|Survival Horror,07 October 2014,7.4
Alien: Isolation - Last Survivor,The Creative Assembly,Sega,PC|PlayStation 4,First-Person|Stealth|Survival Horror,07 October 2014,7.0
Alien Rage,,City Interactive,PC|PlayStation 3|Xbox 360,First-Person|Shooter,24 September 2013,6.1
Alien Shooter,Sigma Team,Sigma Team,PC,Arcade|Shooter,14 September 2003,6.3
Alien Shooter 2: Conscription,Sigma Team,Sigma Team,PC,Shooter,12 May 2012,6.9
Alien Shooter 2: Reloaded,Sigma Team Inc.,Sigma Team Inc.,PC,Action|Shooter,14 March 2009,7.0
Alien Shooter: Revisited,Sigma Team,Sigma Team,PC,Top-Down|Shooter,,6.7
Alien Soldier,Treasure,Sega,PC|Sega Mega Drive/Genesis,,1995,8.1
Alien Storm,Sega,Sega,Arcade|Sega Master System|Sega Mega Drive/Genesis,Beat 'em up,1990,6.4
Alien Swarm,Valve Corporation,Valve Corporation,PC,Shoot-em-up|Top-down|3-D,19 July 2010,6.8
Alien Swarm: Reactive Drop,Reactive Drop Team,Reactive Drop Team,PC,Top-Down|Shooter,20 April 2017,5.7
Alien Trilogy,Probe Entertainment|Sculptured Software,Acclaim Entertainment|Fox Interactive,PlayStation|Sega Saturn,First-Person Shooter,31 December 1995,6.9
Alien Zombie Megadeath,Pom Pom Games,Pom Pom Games,PC|PlayStation 3,Action,18 October 2011,5.8
Alien vs. Predator (Arcade),Capcom,Capcom,Arcade,Beat 'em Up,20 May 1994,7.7
Alien vs. Predator (SNES),Information Global Service,Activision,Super Nintendo,Action,September 1993,5.1
Alienation,,Sony Interactive Entertainment America,PlayStation 4,Action|Shooter,26 April 2016,7.7
Aliens: Colonial Marines,Gearbox Software,Sega,PC|PlayStation 3|Xbox 360,First-Person|Shooter,12 February 2013,4.8
Aliens: Colonial Marines - Stasis Interrupted DLC,Gearbox Software,Sega,PC|PlayStation 3|Xbox 360,First-Person|Real-Time|Shooter,23 July 2013,5.9
Aliens: Infestation,Gearbox Software LLC|WayForward Technologies,Sega,Nintendo 3DS|Nintendo DS,Action,11 October 2011,7.4
Aliens Versus Predator Classic 2000,Rebellion,Fox Interactive,PC,,15 January 2010,7.5
Aliens versus Predator 2,Monolith Productions|Third Law Interactive,Sierra Entertainment|Fox Interactive,PC,,30 October 2001,8.1
Aliens versus Predator 2: Primal Hunt,Third Law Entertainment,Sierra Entertainment,PC,First-Person|Shooter,13 August 2002,6.3
Aliens vs. Predator (2010),Rebellion Developments,Sega,PC|PlayStation 3|Xbox 360,First-Person|Action|Survival Horror,16 February 2010,6.8
Alisia Dragoon,Game Arts|Gainax,NA/PAL: Sega|JP: Game Arts,Sega Mega Drive/Genesis,Platform,30 March 1992,6.8
All Is Dust,Mannequin Games,Mannequin Games,PC,First-Person|Survival Horror,26 June 2015,2.0
All Zombies Must Die!,Doublesix,Square Enix,PC|PlayStation 3|Xbox 360,Shooter,27 December 2011,5.3
Alleyway,Nintendo R&amp;D1|Intelligent Systems,Nintendo,Game Boy,Action,11 August 1989,6.0
Allumette,Penrose Studios,Penrose Studios,PC,Virtual Reality|Adventure,13 October 2016,7.0
Alone With You,Benjamin Rivers,Benjamin Rivers,PC|PlayStation 4|PlayStation Vita,Adventure,23 August 2016,6.0
Alone in the Dark (1992),Infogrames|Krisalis(3DO),Infogrames (Europe)|Interplay (North America)|Pony Canyon (Japan),PC,,1992,7.4
Alone in the Dark 2,Infogrames,Infogrames,PC|Sega Saturn,,25 September 1994,6.6
Alone in the Dark (2008),Eden Games,Atari,PC|PlayStation 2|PlayStation 3|Wii|Xbox 360,,23 June 2008,6.0
Alone in the Dark 3,Infogrames,Infogrames (Europe)|Interplay (North America),PC,Survival horror,16 March 1995,5.7
Alone in the Dark: The New Nightmare,Darkworks|Spiral House (Windows/PS2),Infogrames,Dreamcast|Game Boy Color|PC|PlayStation|PlayStation 2,Survival horror|action adventure,18 June 2001,6.3
Alpha Kimori: Great Doubt - Episode One,Sherman3D,Sherman3D,PC,Role-Playing,17 March 2014,6.0
Alpha Polaris,Turmoil Games,Just A Game,PC,Point-and-Click|Adventure,24 June 2011,6.0
Alpha Prime,Black Element Software,,PC,First-Person|Shooter,08 November 2007,5.0
Alpha Protocol,Obsidian Entertainment,Sega,PC|PlayStation 3|Xbox 360,Third-Person|Action|Role-Playing|Stealth,01 June 2010,7.5
Alter Ego (2010),bitComposer Games,Viva Media,PC,Point-and-Click|Adventure,03 August 2010,6.3
Alter World,,,PC,Platform|Puzzle,,5.8
Altered Beast,Sega,Sega,Arcade|Nintendo 3DS|PC|PlayStation 3|PSP|Sega Master System|Sega Mega Drive/Genesis|Xbox 360,Beat 'em Up,14 August 1989,5.9
Alternativa,Centauri Production,Bohemia Interactive,PC,Adventure,03 November 2010,5.1
Altitude,Erik Measure|Karl Sabo,Nimbly Games,Mac|PC,Action,01 May 2009,7.3
Alum,Crashable Studios,Crashable Studios,PC,Point-and-Click|Adventure,15 May 2015,6.0
Alundra,Matrix Software,JP: SCEI|NA: Working Designs|EU: Psygnosis,PlayStation|PlayStation 3|PlayStation Vita,,31 December 1997,7.9
Alundra 2: A New Legend Begins,Contrail,JP: Sony Computer Entertainment|NA/PAL: Activision,PlayStation,Action-adventure,29 February 2000,7.0
Always Remember Me,Winter Wolves,,PC,Visual Novel,,6.5
Always Sometimes Monsters,Vagabond Dog,Devolver Digital,PC,Top-Down|Scrolling|Adventure|Interactive Art|Role-Playing,21 May 2014,6.7
Always The Same Blue Sky...,Crimson Night,Flying Interactive,PC,Visual Novel,21 May 2015,6.2
Ame no Marginal: Rain Marginal,Stage-nana,Sekai Project,PC,Visual Novel,30 December 2014,6.2
American McGee's Alice,Rogue Entertainment,Electronic Arts,PC|PlayStation 3|Xbox 360,Action|Adventure|Survival Horror,06 October 2000,7.3
American McGee's Grimm,Spicy Horse,Turner Broadcasting System,PC,Action|Adventure|Compilation,31 July 2008,5.2
American McGee's Grimm: Episode 01 - A Boy Learns What Fear Is,Spicy Horse,Turner Broadcasting System,PC,Action|Adventure,31 July 2008,5.5
American McGee's Grimm: Episode 02 - Little Red Riding Hood,Spicy Horse,Turner Broadcasting System,PC,Action|Adventure,07 August 2008,5.7
American McGee's Grimm: Episode 03 - The Fisherman and His Wife,Spicy Horse,Turner Broadcasting System,PC,Action|Adventure,14 August 2008,5.4
American Truck Simulator,SCS Software,SCS Software,PC,Open World,02 February 2016,7.3
Amnesia: A Machine for Pigs,The Chinese Room,Frictional Games,Linux|Mac|PC|PlayStation 4,First-Person|Survival Horror,10 September 2013,6.7
Amnesia: Justine,Frictional Games,Frictional Games,PC|PlayStation 4,Horror|action|adventure,12 April 2011,7.0
Amnesia: Memories,Idea Factory|Design Factory,Idea Factory International,PC|PlayStation Vita,Visual Novel,25 August 2015,7.2
Amnesia: The Dark Descent,Frictional Games,Frictional Games,Linux|Mac|PC|PlayStation 4,First-Person|Action|Adventure|Survival Horror,08 September 2010,8.2
Among Ripples,Eat Create Sleep,Eat Create Sleep,PC,Simulation,20 January 2015,4.3
Among the Sleep,Krillbite Studio,,Linux|Mac|PC|PlayStation 4|Xbox One,First-Person|Survival Horror,29 May 2014,7.0
Among the Sleep: Prologue,Krillbite Studio,Krillbite Studio,PC|PlayStation 4,First-Person|Survival Horror,06 November 2014,6.9
Amped 3,Indie Built,2K Sports,Xbox 360,Sports,15 November 2005,7.3
Amphora,Moondrop,Moondrop,PC,Adventure|Puzzle,12 November 2014,5.0
Amplitude,Harmonix,Sony Computer Entertainment,PlayStation 2,Music/Rhythm,24 March 2003,8.9
Amplitude (2015),Harmonix Music Systems,Harmonix Music Systems,PlayStation 4,Music/Rhythm,05 January 2016,7.4
Ampu-Tea,Projector Games,KISS,PC,Simulation,30 May 2014,3.8
An Assassin in Orlandes,Tin Man Games,Tin Man Games,Android|PC,Adventure|Role-Playing,12 May 2015,6.0
An Octave Higher,Kidalang,AGM PLAYISM,Linux|PC,Visual Novel,27 March 2015,5.0
Anachronox,Ion Storm,NA: Eidos Interactive|EU: Eidos GmbH|AUS: Infogrames,PC,Third-Person|Role-Playing,27 June 2001,7.8
Analogue: A Hate Story,Love Conquers All,Love Conquers All,Linux|Mac|PC,Visual Novel,27 April 2012,7.7
Anarchy Reigns,PlatinumGames,Sega,PlayStation 3|Xbox 360,Action|Fighting,08 January 2013,6.9
Ancient Planet,Moonlight Mouse,,PC,Tower Defense,03 February 2015,5.7
And Yet It Moves,Broken Rules,Broken Rules,Linux|Mac|PC|Wii,Platform,02 April 2009,6.2
Angelica Weaver: Catch Me When You Can,MumboJumbo,,PC,Adventure,07 January 2013,5.5
Angry Birds,Rovio Mobile,Rovio Mobile,Android|Browser|iOS|Mobile|PC|PSP,Puzzle,11 December 2009,7.0
Angry Birds Rio,Rovio Mobile,Rovio Mobile,Android|iOS|Mobile|PC|Xbox 360,Puzzle,22 March 2011,6.8
Angry Birds Seasons,Rovio Mobile,Rovio Mobile,Android|iOS|Mobile,Puzzle,21 October 2010,7.7
Angry Birds Space,Rovio Mobile,Rovio Mobile,Android|iOS|Mobile|PC,Arcade,22 March 2012,6.7
Angry Birds Star Wars,Rovio Entertainment,Rovio Entertainment,Android|iOS|Nintendo 3DS|PC|Windows Phone,Puzzle,08 November 2012,7.1
Angry Birds Star Wars II,Rovio Entertainment,Rovio Entertainment,Android|iOS,Puzzle|Strategy,19 September 2013,6.6
Angry Video Game Nerd Adventures,FreakZone Games,Screw Attack Entertainment,Nintendo 3DS|PC|Wii U,Action|Adventure|Platform,20 September 2013,6.9
Angry Video Game Nerd II: ASSimilation,FreakZone Games,ScrewAttack Games,PC,Action|Adventure,29 March 2016,7.2
Angvik,Alastair John Jack,,PC,Action|Platform,10 June 2013,7.2
Anima: Gate of Memories,Anima Project,Badland Games|PQube,PC,Third-Person|Real-Time|Action|Hack and Slash|Role-Playing,03 June 2016,6.3
Animal Crossing,Nintendo EAD,Nintendo,Nintendo GameCube,Simulation,15 September 2002,8.6
Animal Crossing: Amiibo Festival,Nintendo EPD|Nd Cube,Nintendo,Wii U,Party,13 November 2015,4.8
Animal Crossing: City Folk,Nintendo EAD,Nintendo,Wii,Simulation,16 November 2008,7.7
Animal Crossing: Happy Home Designer,Nintendo EAD Group No. 2,Nintendo,Nintendo 3DS,Sandbox,25 September 2015,6.5
Animal Crossing: New Leaf,Nintendo EAD Group No. 2,Nintendo,Nintendo 2DS|Nintendo 3DS,Simulation,09 June 2013,8.8
Animal Crossing: Wild World,Nintendo EAD,Nintendo,Nintendo DS,Simulation,05 December 2005,8.1
Animaniacs,Konami|Factor 5 (Game Boy),Konami,Sega Mega Drive/Genesis|Super Nintendo,Platformer,November 1994,6.1
Ankh,Deck13 Interactive,BHV Software,PC,Point-and-Click|Adventure,04 November 2005,5.8
Ankh 2: Heart of Osiris,Deck 13,Strategy First,PC,Adventure,18 May 2007,5.4
Ankh 3: Battle of the Gods,DECK13 Interactive,Daedalic Entertainment,PC,Adventure,16 July 2009,5.4
Anna: Extended Edition,Dreampainters,Kalypso Media Digital,PC|PlayStation 3,Adventure|Puzzle,12 April 2013,5.4
Anna's Quest,,Daedalic Entertainment,Linux|PC,Adventure,02 July 2015,7.3
Anno 1404,Related Designs|Blue Byte Software,Ubisoft,PC|Wii,Real-Time|Strategy,23 June 2009,7.8
Anno 1404: Venice,Related Designs Software|Blue Byte Software,Ubisoft Entertainment,PC,Real-time strategy,23 June 2009,8.0
Anno 1701,Related Designs,Sunflowers,PC,Real-Time|City-Building|Sandbox|Simulation|Strategy,30 October 2006,7.0
Anno 2070,Related Designs|Ubisoft Blue Byte,Ubisoft,PC,City-building|Real-time Strategy,17 November 2011,7.6
Anno 2205,Ubisoft Blue Byte Mainz,Ubisoft,PC,City-Building,03 November 2015,7.5
Anodyne,Analgesic Productions,Analgesic Productions,Android|Linux|Mac|PC,Top-Down|Real-Time|Action|Adventure|Role-Playing,04 February 2013,7.1
Anomaly 2,11 bit studios,,PC,Real-Time|Strategy|Tower Defense,15 May 2013,7.5
Anomaly Defenders,11 bit studios,,PC,Strategy|Tower Defense,29 May 2014,7.0
Anomaly: Korea,11bit Studios,,Android|Linux|PC,Top-Down|Tower Defense,2012,6.8
Anomaly: Warzone Earth,11 bit studios,11 bit studios,Android|Linux|Mac|Mobile|PC|PlayStation 3|Xbox 360,Top-Down|Real-Time|Strategy|Tower Defense,08 April 2011,7.2
Anomaly: Warzone Earth - Mobile Campaign,11 bit studios,11 bit studios,Android|PC,Real-Time|Strategy|Tower Defense,06 November 2013,7.1
Another Code: R - A Journey into Lost Memories,Cing,Nintendo,Wii,Adventure,,6.9
Another Code: Two Memories,Cing,Nintendo,Emulated|Nintendo 3DS|Nintendo DS,Adventure,26 September 2005,7.0
Another Lost Phone: Laura's Story,Accidental Queens,Playdius|Plug In Digital,Android|PC,Puzzle,21 September 2017,6.9
Another Perspective,Shaun Spalding,,PC,Platform|Puzzle,2013,6.9
Another World,Eric Chahi,Delphine Software International|Frogster Interactive Pictures|Interplay Entertainment|U.S. Gold,Amiga|iOS|Linux|PC|PlayStation 4|PlayStation Vita|Sega Mega Drive/Genesis|Super Nintendo|Xbox One,Platform,1991,7.5
Another World: 20th Anniversary,Eric Chahi|DotEmu,Focus Home Interactive,Android|Mac|Nintendo 3DS|PC|PlayStation 3|PlayStation 4|PlayStation Vita|Wii U|Xbox One,Action|Adventure|Platform,04 April 2013,7.0
Antenna,LWNA,LWNA,PC,Adventure,07 April 2016,5.7
Antichamber,Demruth,,Linux|Mac|PC,First-Person|Platform|Puzzle,31 January 2013,8.0
Ao Oni,,,PC,Adventure|Survival Horror,07 May 2009,5.5
Aozora Meikyuu,Yume Creations,Yume Creations,PC,Visual Novel,27 January 2016,5.0
Apartment 666,I Need Play,I Need Play,PC,Action|Adventure,13 August 2016,1.8
Ape Escape,Japan Studio,Sony Computer Entertainment,PlayStation|PlayStation 2|PSP,Platform game,18 June 1999,8.0
Ape Escape 2,Japan Studio,Sony Computer Entertainment|NA: Ubisoft,PlayStation 2|PlayStation 4,Platform,30 June 2003,8.2
Ape Escape 3,Japan Studio,Sony Computer Entertainment,PlayStation 2,Platform,17 January 2006,8.1
Ape Escape: On the Loose,Sony Computer Entertainment,Sony Computer Entertainment,PlayStation Vita|PSP,Platform,22 March 2005,6.9
Aperture Tag: The Paint Gun Testing Initiative,Aperture Tag Team,Aperture Tag Team,PC,,15 July 2014,7.3
Apocalypse,Neversoft,Activision,PlayStation,Third-Person|Shooter,31 October 1998,7.2
Apollo 11,Immersive VR Education,Immersive VR Education,PC,Virtual Reality|Adventure|Simulation,01 April 2016,10.0
Apollo Justice: Ace Attorney,Capcom,Capcom,Emulated|iOS|Nintendo 2DS|Nintendo 3DS|Nintendo DS,Adventure,19 February 2008,8.0
Apothecarium: The Renaissance of Evil,Space Monkey International,1C Online Games,PC,Point-and-Click|Hidden Object,28 May 2015,5.0
Apotheon,Alientrap,,Mac|PC|PlayStation 4,Action|Adventure|Platform,03 February 2015,7.4
Aqua,Games Distillery,Microsoft Studios,PC|Xbox 360,Shooter,19 May 2010,5.3
AquaNox,Massive Development,Fishtank Interactive,PC,Third-Person|Action|Simulation,30 November 2001,7.3
AquaNox 2: Revelation,Massive Development,Encore Software|JoWood Productions,PC,Simulation,22 August 2003,7.0
Aqua Kitty: Milk Mine Defender,Dugan|Gabor|Electric Cafe,Tikipod,PC|PlayStation 4,Shooter,03 February 2014,6.3
Aquapazza: Aquaplus Dream Match,Examu,Atlus,PlayStation 3,Fighting,19 November 2013,7.3
Aquaria,Bit Blot,Bit Blot,Linux|Mac|PC,Adventure,07 December 2007,8.0
Ar nosurge: Ode to an Unborn Star,Gust Co,Tecmo Koei,PlayStation 3,Third-Person|Role-Playing,23 September 2014,7.5
Ar tonelico II: Melody of Metafalica,Gust,JP: Banpresto|NA: NIS America|EU: Koei/Flashpoint AG,PlayStation 2,Role-Playing,20 January 2009,7.8
Ar tonelico: Melody of Elemia,Gust,Banpresto|NIS America|505 Games,PlayStation 2,RPG,06 February 2007,8.3
Ar tonelico Qoga: Knell of Ar Ciel,Gust,JP: Namco Bandai|NA: NIS America,PlayStation 3,RPG,15 March 2011,7.2
Aragami,Lince Works,Lince Works,PC|PlayStation 4,Third-Person|Action|Adventure|Stealth,04 October 2016,7.2
Arc Rise Fantasia,Imageepoch|Marvelous Entertainment,Marvelous Entertainment|Ignition Entertainment,Wii,Role-Playing,20 July 2010,8.1
Arc the Lad,SCEI|G-Craft,SCEI|Working Designs,PlayStation|PlayStation 3|PlayStation Vita|PSP,Role-Playing|Tactical,18 April 2002,7.2
Arc the Lad II,SCEI|ARC Entertainment,SCEI|Working Designs,PlayStation,Role-Playing|Tactical,18 April 2002,8.9
Arc the Lad III,SCEI|ARC Entertainment,SCEI|Working Designs,PlayStation,Role-Playing|Tactical,18 April 2002,8.5
Arc the Lad: Twilight of the Spirits,Cattle Call,Sony Computer Entertainment,PlayStation 2,Role-Playing|Tactical,25 June 2003,7.7
Arcana Heart 3,Examu,Examu,PlayStation 3,Fighting,19 April 2011,6.2
Arcana Heart 3: LOVE MAX!!!!!,Examu,Zen United|NIS America,PC|PlayStation 3|PlayStation Vita,Fighting,23 September 2014,8.0
ArcaniA: Fall of Setarrif,Spellbound Entertainment,Nordic Games,PC|PlayStation 4,Role-Playing,25 October 2011,4.6
ArcaniA: Gothic 4,Spellbound Entertainment,JoWooD Entertainment|DreamCatcher Interactive,PC|PlayStation 3|PlayStation 4|Xbox 360,Third-Person|Action|Open World|Role-Playing,19 October 2010,6.1
Arcanum: Of Steamworks and Magick Obscura,Troika Games,Sierra Entertainment,Linux|PC,,21 August 2001,8.7
Are You Smarter Than a 5th Grader?,THQ,THQ,PC,,20 October 2008,3.3
Area 51 (1995),Mesa Logic,Atari,Arcade|PlayStation|Sega Saturn,Action|Light-Gun Shooter,1995,6.7
Area 51 (2005),Midway Studios Austin,Midway,PC|PlayStation 2|Xbox,First-Person|Shooter|Survival Horror,25 April 2005,7.1
Aritana and the Harpy's Feather,Duaik Entretenimento,Tech Dealer,PC,Adventure|Platform,15 August 2014,7.0
Arizona Sunshine,Vertigo Games|Jaywalkers Interactive,Vertigo Games,Oculus Rift|PC,Virtual Reality|Action|Adventure,06 December 2016,8.7
Arkadian Warriors,Wanako Studios,Sierra Online,Xbox 360,Action|Role-Playing,12 December 2007,4.2
Arkanoid,Taito,Taito|Romstar,Amiga|Arcade|NES,,1986,7.8
Arkanoid: Doh it Again,Tiato,Nintendo,Super Nintendo,Strategy|Action,01 October 1997,6.6
Arma 2: DayZ Mod,Bohemia Interactive,Bohemia Interactive,PC,Action|Simulation,21 February 2013,6.0
Armed and Dangerous,Planet Moon Studios,LucasArts|,PC|Xbox,First-Person|Third-Person|Shooter,02 December 2003,8.1
Armello,League of Geeks,League of Geeks,Mac|PC|PlayStation 4,Board Game|Role-Playing,22 January 2015,6.2
Armikrog,Pencil Test Studios,Versus Evil,Mac|PC|PlayStation 4,Point-and-Click|Adventure|Puzzle,30 September 2015,5.9
Armored Core,From Software,SCEA|Agetec,PlayStation,Action|Third-person shooter|Mecha Simulation,30 October 1997,7.6
Armored Core 2,From Software,Agetec,PlayStation 2,Action|Third-person shooter,24 October 2000,6.3
Armored Core 3,From Software,Agetec,PlayStation 2,Third-Person|Action|Shooter,10 September 2002,7.3
Armored Core 4,From Software,From Software|Sega|505 Games,PlayStation 3|Xbox 360,Vehicular Combat,20 March 2007,8.7
