Title,Developer,Publisher,Platform,Genre,ReleaseDate,Rating
WarioWare: Twisted!,Nintendo,Nintendo,Game Boy Advance,Puzzle,23 May 2005,8.9
WarJetz,3DO,3DO,PlayStation|PlayStation 2,Flight|Simulation,27 Jun 2001,6.0
Warlocked,Bits Studios,Nintendo,Game Boy Color,Real-Time|Strategy,24 Jul 2000,7.9
Warlords (2008),Stainless Games,Atari SA,Xbox 360,Action,28 May 2008,6.2
Warlords (2011),Griptonite Games,Atari SA,PlayStation 3|Xbox 360,Action,9 Oct 2012,3.7
Warlords Battlecry II,Strategic Studies Group,Ubisoft,PC,Real-Time|Strategy,11 Mar 2002,8.3
Warlords Battlecry III,Infinite Interactive,Enlight Software|Retroism,PC,Strategy|Real-Time,19 May 2004,8.5
Warlords Battlecry,Strategic Studies Group,SSI|Ubisoft,PC,Strategy,9 Jul 2000,8.3
Warlords IV: Heroes of Etheria,Infinite Interactive,Ubisoft|Mastertronic,PC,Strategy|Turn-Based,21 Oct 2003,7.5
Warp,Trapdoor,Electronic Arts,PC|PlayStation 3|Xbox 360,Action,15 Feb 2012,7.0
Warpath: Jurassic Park,Black Ops Entertainment,Electronic Arts,PlayStation,Fighting|Action|3D,31 Oct 1999,6.5
Warpath,Digital Extremes,Groove Games,PC|Xbox,Action|First-Person|Shooter|3D,18 Jul 2006,6.4
Warrior Kings,Zonic|Black Cactus,Feral Interactive|Microids|Strategy First|Frogster Interactive|Sega|Empire Interactive,Macintosh|PC,Real-Time|Strategy,13 Apr 2002,7.7
Warriors All-Stars,Omega Force,Koei Tecmo Games|Koei,PC|PlayStation 4|PlayStation Vita,Beat-'Em-Up|3D|Action,29 Aug 2017,7.5
Warriors of Might and Magic,Climax Group|3DO,3DO|Success,Game Boy Color|PC|PlayStation|PlayStation 2,Action,22 Dec 2000,5.2
Warriors of the Lost Empire,Platinum Egg,UFO Interactive|Ertain|Virgin Play,PSP,Role-Playing|Action,13 Dec 2007,6.4
Warriors Orochi 2,Omega Force,Koei|Koei Tecmo Games,PlayStation 2|PSP|Xbox 360,Action|3D|Beat-'Em-Up,23 Sep 2008,7.7
Warriors Orochi,Omega Force|Koei Canada,Koei|Koei Tecmo Games|SCEA,PC|PlayStation 2|PSP|Xbox 360,3D|Beat-'Em-Up|Action,18 Sep 2007,7.9
Wars and Warriors: Joan of Arc,Enlight Software,Enlight Software|Retroism,PC,Action|Adventure,7 Feb 2004,7.4
Warship Gunner 2,Micro Cabin|Koei,Koei|SCEA|Koei Tecmo Games,PlayStation 2|PSP,Simulation,21 Mar 2006,8.3
WarTech: Senko no Ronde,G.Rev,Sega|Ubisoft|G.Rev,Xbox 360,2D|Fighting|Action,29 May 2007,6.0
Warzone 2100,Pumpkin Studios,Eidos Interactive|Sold Out Software,Linux|Macintosh|PC|PlayStation,Strategy,10 Apr 1999,8.5
Wasteland 2,InXile Entertainment,Deep Silver|InXile Entertainment|Koch Media|Spike Chunsoft,Linux|Macintosh|PC|PlayStation 4|Xbox One,Role-Playing,19 Sep 2014,8.2
Watch Dogs 2,Ubisoft Montreal,Ubisoft,PC|PlayStation 4|Xbox One,Action|Adventure,15 Nov 2016,7.3
Watch Dogs,Ubisoft Montreal|Ubisoft|Ubisoft Romania,Ubisoft,PC|PlayStation 3|PlayStation 4|Wii U|Xbox 360|Xbox One,Action|Adventure,26 May 2014,7.4
Watchmen: The End Is Nigh Complete Experience,Deadline Games,Warner Bros. Interactive Entertainment,PlayStation 3,Compilation,21 Jul 2009,6.8
Watchmen: The End Is Nigh Parts 1 and 2,Deadline Games,Warner Bros. Interactive Entertainment,Xbox 360,Compilation,21 Jul 2009,6.5
Watchmen: The End Is Nigh,Deadline Games,Warner Bros. Interactive Entertainment,PC|PlayStation 3|Xbox 360,2D|Action|Beat-'Em-Up,4 Mar 2009,7.0
Water Balloon Drop,InfoSpace,InfoSpace,Mobile,Action,Release Unknown Date,
Waterloo: Napoleon's Last Battle,BreakAway Games,Strategy First,PC,Strategy,25 Mar 2001,7.2
Waterworld (1997),Intelligent Games|Ltd.|Ocean,Interplay|Ocean,PC|Super Nintendo|Virtual Boy,Platformer|2D|Action,December 1995,5.0
Wave Race 64,Nintendo,Nintendo|Playtronic,Nintendo 64,Arcade|Driving/Racing,1 Nov 1996,8.3
Wave Race: Blue Storm,Nintendo Software Technology,Nintendo,GameCube,Driving/Racing|Arcade,17 Nov 2001,7.9
Wave Rally,Opus,Eidos Interactive,PlayStation 2,Arcade|Driving/Racing,26 Nov 2001,5.9
Way of the Samurai 2,Acquire|Spike,Capcom|Spike|Spike Chunsoft,PlayStation 2|PSP,Action|Adventure,7 Jul 2004,8.0
Way of the Samurai 3,UFO Interactive|Acquire,UFO Interactive|Ghostlight|Spike|Gamebridge|Agetec Inc.,iOS (iPhone/iPad)|PC|PlayStation 3|Xbox 360,Action|Adventure,4 Sep 2009,7.2
Way of the Samurai 4,Acquire,Ghostlight|Spike|Xseed Games|NIS America,PC|PlayStation 3,Adventure|Action,21 Aug 2012,7.5
Way of the Samurai,Acquire|Spike,Eidos Interactive|Spike|Bam Entertainment|Spike Chunsoft,PlayStation 2|PSP,Adventure|Action,31 May 2002,8.0
Wayne Gretzky's 3D Hockey,Atari Games (Midway)|Midway,Atari Games (Midway)|Midway|GameBank|GT Interactive,Arcade Games|Nintendo 64,Simulation|Sports|Team-Based|Hockey,October 1996,8.0
WCW Backstage Assault,Kodiak Interactive,Electronic Arts,Nintendo 64|PlayStation,Action|Fighting|Wrestling,31 Oct 2000,5.3
WCW Mayhem,2n Productions|Kodiak Interactive,Electronic Arts,Game Boy Color|Nintendo 64|PlayStation,Wrestling|Action|Fighting,31 Aug 1999,6.8
WCW Nitro (1997),Inland Productions,THQ,PlayStation,Action|Fighting|Wrestling,1997,5.9
WCW Nitro,Inland Productions,THQ,Nintendo 64|PC,Wrestling|Action|Fighting,1 Feb 1999,4.8
WCW/nWo Revenge,Aki Corp.,THQ,Nintendo 64,Wrestling|Action|Fighting,October 1998,8.2
WCW/nWo Thunder,Inland Productions,THQ,PlayStation,Fighting|Action|Wrestling,15 Jan 1999,5.5
WCW vs. nWo: World Tour,Aki Corp.,THQ,Nintendo 64,Wrestling|Fighting|Action,30 Nov 1997,7.4
WCW vs The World,Aki Corp.,THQ,PlayStation,Action|Fighting|Wrestling,28 Feb 1997,6.6
WE ARE DOOMED,Vertex Pop,Vertex Pop,Macintosh|PC|PlayStation 4|PlayStation Vita|Xbox One,Action|Shoot-'Em-Up|2D,14 Apr 2015,3.0
We Love Katamari,Now Production,Electronic Arts|Bandai Namco Games|Namco|SCE Korea,PlayStation 2,Action,20 Sep 2005,8.7
We Ski & Snowboard,Bandai Namco Games,Bandai Namco Games|Namco Bandai Games,Wii,Snowboarding/Skiing|Sports,3 Mar 2009,8.0
We Ski,Bandai Namco Games,Namco Bandai Games|Bandai Namco Games|Nintendo,Wii,Sports|Snowboarding/Skiing,13 May 2008,7.4
Werewolves Within,Red Storm Entertainment|Ubisoft,Ubisoft,PC|PlayStation 4,Party/Minigame|VR,6 Dec 2016,0.0
Western Outlaw: Wanted Dead or Alive,Jarhead Games,Groove Games,PC,Action|First-Person|Shooter|3D|Team-Based,28 Sep 2003,4.7
Wet,Artificial Mind and Movement,Bethesda Softworks,PlayStation 3|Xbox 360,Third-Person|3D|Action|Shooter,15 Sep 2009,7.2
Wetrix,Zed Two Limited,Xicat Interactive|Take-Two Interactive|Imagineer|Ocean,Dreamcast|Nintendo 64|PC,Puzzle,31 Dec 1998,7.2
Whacked!,Presto Studios,Microsoft Game Studios,Xbox,Party/Minigame,8 Oct 2002,6.7
What Did I Do to Deserve This My Lord!?,Acquire,SCEI|NIS America,PSP,Strategy,16 Jul 2009,7.2
What Remains of Edith Finch,Giant Sparrow,Annapurna Interactive|Sony Interactive Entertainment,PC|PlayStation 4|Xbox One,Adventure|First-Person|3D,25 Apr 2017,7.7
Wheel of Fortune (1987),G. Marshall & L. Davage|Softie|Inc.|Data Design Interactive|GameTek|Imagitec Design|Inc.|Rare Ltd.|Artech Studios|Atari SA,G. Marshall & L. Davage|Sharedata Inc.|GameTek|Tiger|Hasbro Interactive|Atari|Atari SA,Amiga|Apple II|Commodore 64|Game Boy|Game.com|GameGear|Genesis|NES|Nintendo 64|PC|PlayStation|PlayStation 2,Trivia/Board Game,1987,6.5
Wheel of Fortune 2003,Infogrames,Infogrames,PC,Trivia/Board Game,28 Oct 2002,6.6
Wheel of Fortune Deluxe,Sony Pictures Digital Network,Zone.com|Encore Software|Inc.,PC,Trivia/Board Game,Q4 2005,4.4
Wheel of Fortune for Prizes,Atlas Mobile,InfoSpace,Mobile,Trivia/Board Game,Release Unknown Date,
Wheelman,Tigon|Midway Studios - Newcastle,Focus Multimedia|Midway|Ubisoft,PC|PlayStation 3|Xbox 360,Driving/Racing|Arcade,24 Mar 2009,6.8
Wheels of Destruction: World Tour,Gelid Games|Inc.,Gelid Games|Inc.,PlayStation 3,Simulation,3 Apr 2012,3.5
Where is My Heart?,Schulenburg Software|Die Gute Fabrik,Die Gute Fabrik|Copenhagen Game Collective,Macintosh|PC|PSP,Platformer|2D|Action,8 Nov 2011,8.0
Whiplash (1996),Gremlin Interactive,Gremlin Interactive|Interplay,PC,Driving/Racing|Arcade,31 Jan 1996,8.1
Whiplash,Crystal Dynamics,Eidos Interactive,PlayStation 2|Xbox,3D|Action|Platformer,18 Nov 2003,7.3
Whirl Tour,Papaya Studios,VU Games|Crave|Vivendi Games,GameCube|PlayStation 2,Sports|Skateboarding/Skating,12 Nov 2002,5.7
Whirlwind Over Vietnam,G5 Software,Evolved Games|1C,PC,Simulation|Flight,13 Apr 2007,4.6
Whispering Willows,Night Light Interactive|LOOT Interactive|Abstraction Games,Night Light Interactive|LOOT Interactive|Abstraction Games,Android|iOS (iPhone/iPad)|Linux|Macintosh|Ouya|PC|PlayStation 4|PlayStation Vita|Wii U|Xbox One,Adventure,27 May 2014,8.1
White Knight Chronicles II,Level 5,SCEE|D3Publisher|SCEI,PlayStation 3,Role-Playing|Action,13 Sep 2011,8.0
White Knight Chronicles International Edition,Level 5,SCEE|SCEI|SCE Australia|SCEA,PlayStation 3,Role-Playing|Action,2 Feb 2010,7.7
White Night,Playdigious|OSome Studio,Playdigious|Activision,iOS (iPhone/iPad)|Linux|Macintosh|PC|PlayStation 4|Xbox One,Action|Adventure|Survival|3D,3 Mar 2015,7.7
Whiteout,Konami|Vicarious Visions,Konami,PC|PlayStation 2|Xbox,Arcade|Driving/Racing,12 Nov 2002,5.8
Who Wants to Be a Millionaire 2nd Edition,Route 1 Games|Jellyvision,Ubisoft|Disney Interactive Studios|SCEA|Eidos Interactive,DS|PC|PlayStation|PlayStation 2|Wii,Trivia/Board Game,1 Jun 2000,5.9
Who Wants to Be a Millionaire 3rd Edition,Jellyvision,SCEA,PlayStation,Trivia/Board Game,11 Jun 2001,5.0
Who Wants to be a Millionaire?,Hothouse Creations|Capcom|Jellyvision,Eidos Interactive|Zoo Digital Publishing|Capcom|Disney Interactive Studios,Arcade Games|Dreamcast|Game Boy Advance|iOS (iPhone/iPad)|PC|PlayStation,Trivia/Board Game,23 Nov 1999,5.9
Who Wants to Beat Up a Millionaire,Hypnotix,Berkeley|Sierra Entertainment|Simon & Schuster,Dreamcast|PC,Trivia/Board Game,31 Aug 2000,5.6
Wii Fit Plus,Nintendo,Nintendo,Wii,Fitness,4 Oct 2009,8.0
Wii Fit,Nintendo,Nintendo,Wii,Fitness,19 May 2008,7.8
Wii Music,Nintendo,Nintendo,Wii,Music/Rhythm,20 Oct 2008,6.1
Wii Party U,Nd Cube,Nintendo,Wii U,Party/Minigame,25 Oct 2013,7.1
Wii Party,Nd Cube,Nintendo,Wii,Party/Minigame,3 Oct 2010,7.7
Wii Play: Motion,Nintendo,Nintendo,Wii,Party/Minigame,13 Jun 2011,6.4
Wii Play,Nintendo,Nintendo,Wii,Party/Minigame,12 Feb 2007,6.3
Wii Sports Club,Nintendo,Nintendo,Wii U,Sports,7 Nov 2013,7.3
Wii Sports Resort,Nintendo,Nintendo,Wii,Sports,26 Jul 2009,8.3
Wii Sports,Nintendo,Nintendo,Wii,Sports,19 Nov 2006,8.1
Wik & the Fable of Souls,Reflexive Entertainment,Reflexive Entertainment,PC|Xbox 360,2D|Action|Platformer,14 Sep 2004,7.2
Wild 9,Shiny Entertainment,Interplay|SCEI,PlayStation,Action|2D|Platformer,30 Sep 1998,7.4
Wild ARMs 2,Media Vision,SCEA|SCEI,PlayStation,Role-Playing,30 Apr 2000,8.1
Wild Arms 3,Contrail|Media Vision,SCEA|Ubisoft|SCEI|Sony Interactive Entertainment,PlayStation 2|PlayStation 4,Role-Playing,15 Oct 2002,8.0
Wild Arms 4,Media Vision,505 Game Street|SCEI|Xseed Games,PlayStation 2,Role-Playing,10 Jan 2006,8.2
Wild ARMs 5,Media Vision,Xseed Games|505 Games|SCEI,PlayStation 2,Role-Playing,28 Aug 2007,8.1
Wild Arms Alter Code: F,Media Vision,Agetec Inc.|SCEI,PlayStation 2,Role-Playing,15 Nov 2005,8.4
Wild ARMs XF,Media Vision,505 Games|SCEI|Xseed Games,PSP,Strategy|Turn-Based,11 Mar 2008,7.4
Wild Arms,Media Vision,SCEA|SCEI|SCEE,PlayStation,Role-Playing,30 Apr 1997,8.5
Wild Guns Reloaded,NATSUME ATARI Inc.,Natsume,Nintendo Switch|PC|PlayStation 4,Action|Platformer|2D,31 Dec 2016,7.6
Wild Metal Country,DMA Design,Rockstar Games|Gremlin Interactive|Infogrames,Dreamcast|PC,Action,1 Feb 2000,5.3
Wild Wild Racing,Rage Software,Interplay|Imagineer,PlayStation 2,Driving/Racing|Simulation,25 Oct 2000,6.2
Wild Wild West: The Steel Assassin,SouthPeak Games,SouthPeak Games|Ubisoft,PC,Action|Adventure|Open-World|3D,30 Nov 1999,5.9
Wildfire (2004),Take-Two Interactive,Global Star Software,PC,Real-Time|Strategy,7 Oct 2004,6.6
Wildlife Park,B-Alive,B-Alive|Encore Software|Inc.,Macintosh|PC,Management|Strategy,14 Nov 2003,7.0
WildStar,Carbine Studios,NCSOFT,PC,MMO|Role-Playing,3 Jun 2014,8.1
Will of Steel,Gameyus Interactive,GMX Media,PC,Strategy|Real-Time,4 Feb 2005,5.4
Will Rock,Saber Interactive,Ubisoft,PC,Action|First-Person|Shooter|3D,9 Jun 2003,6.7
Williams Pinball Classics,Encore Software|Inc.,Encore Software|Inc.,PC,Pinball,29 Sep 2001,6.4
Wimbledon 2005,PIXIEM,AMS Mobile|PIXIEM,Mobile,Tennis|Sports,21 Jul 2005,9.0
WinBack 2: Project Poseidon,Cavia Inc.,Koei,PlayStation 2|Xbox,3D|Action|Shooter|Third-Person,25 Apr 2006,6.3
WinBack: Covert Operations,Omega Force,Koei|Virgin Interactive|Midas Interactive Entertainment|SCEA,Nintendo 64|PlayStation 2,Third-Person|3D|Action|Shooter,30 Sep 1999,7.6
Windward,Tasharen Entertainment,Tasharen Entertainment,Android|Linux|Macintosh|PC,Action,14 Oct 2012,8.1
Wing Commander Arena,Gaia Industries,EA Games,Xbox 360,Action|Shooter|Third-Person|3D,25 Jul 2007,4.9
Wing Commander IV: The Price of Freedom,Lion Entertainment|Inc.|Electronic Arts,Electronic Arts|SCEA,Macintosh|PC|PlayStation,Simulation,31 Dec 1995,8.8
Wing Commander: Prophecy,Raylight Studios|Origin|Electronic Arts,Destination Software|Electronic Arts|Origin,Game Boy Advance|PC,Simulation,30 Nov 1997,8.4
Wing Commander: The Kilrathi Saga,Origin,Electronic Arts,PC,Compilation,30 Nov 1996,8.6
Wing Island,CAProduction,Hudson|Nintendo,Wii,Simulation,20 Mar 2007,5.1
Wings of Fury,Unlimited Software Inc.|Broderbund|Ed Magnin and Associates,Broderbund|Red Orb Entertainment|Mindscape Inc.,Amiga|Amstrad CPC|Apple II|Commodore 64|Game Boy Color|PC|Sharp X68000,Flight|Simulation,1987,7.6
Wings of War,Silver Wish Games,Gathering|Take-Two Interactive,PC|Xbox,Simulation|Flight,30 Aug 2004,7.4
Wings Over Vietnam,Third Wire,Bold Games|Altitude,PC,Simulation|Flight,8 Nov 2004,7.2
Winning Eleven: Pro Evolution Soccer 2007,KCET|Konami,Konami,DS|PC|PlayStation 2|PSP|Xbox 360,Simulation|Soccer|Sports|Team-Based,6 Feb 2007,8.3
Winter Heat,Sega,Sega|Tec Toy,Arcade Games|Saturn,Snowboarding/Skiing|Sports,30 Nov 1997,7.2
Winter Sports: The Ultimate Challenge,49Games,RTL|Conspiracy Entertainment,PC|PlayStation 2|Wii,Sports,30 Nov 2007,5.3
Winter Stars,49Games,Deep Silver,PlayStation 3|Wii|Xbox 360,Sports,9 Nov 2011,4.6
WipEout 2048,Studio Liverpool,SCEA|SCEE|SCE Australia|SCEI,PlayStation Vita,Driving/Racing|Arcade,15 Feb 2012,8.0
Wipeout 3,Psygnosis,Psygnosis|SCEI|SCEE,PlayStation,Arcade|Driving/Racing,31 Aug 1999,8.3
WipeOut 64,Psygnosis,Midway,Nintendo 64,Driving/Racing|Arcade,3 Nov 1998,7.1
Wipeout Fusion,Studio Liverpool,Bam Entertainment|SCEE,PlayStation 2,Arcade|Driving/Racing,17 Jun 2002,7.9
Wipeout HD,Studio Liverpool,SCEI|SCEE|SCEA|SCE Australia,PlayStation 3,Arcade|Driving/Racing,25 Sep 2008,8.4
Wipeout: Omega Collection,Sony Interactive Entertainment,Sony Interactive Entertainment,PlayStation 4,Driving/Racing|Arcade,Q1 2018,
Wipeout Pulse,Studio Liverpool,SCEE|SCEA|SCE Australia|SCEI,PlayStation 2|PSP,Driving/Racing|Arcade,12 Feb 2008,8.3
Wipeout Pure,Studio Liverpool,SCEA|SCEE|SCEI|SCE Australia,PSP,Arcade|Driving/Racing,16 Mar 2005,8.6
Wipeout XL,Psygnosis|Perfect Entertainment,Psygnosis|SCEI|SCEA|GameBank,PC|PlayStation|Saturn,Arcade|Driving/Racing,30 Sep 1996,8.6
Without Warning,CiRCLE,Capcom,PlayStation 2|Xbox,Shooter|Third-Person|3D|Action,1 Nov 2005,5.7
Wits & Wagers,Hidden Path Entertainment,Microsoft Game Studios,Xbox 360,Trivia/Board Game,7 May 2008,5.8
Wizardry 8,Sir-Tech Software Inc.,Night Dive Studios|Sir-Tech Software Inc.,Macintosh|PC,Role-Playing,14 Nov 2001,8.5
Wizardry: Labyrinth of Lost Souls,Acquire,Xseed Games|Acquire,iOS (iPhone/iPad)|PlayStation 3|PlayStation Vita,Role-Playing,16 May 2011,6.9
Wizardry Online,Gamepot,E-Frontier|Gamepot|Sony Online Entertainment,PC,Role-Playing|MMO,16 Jan 2013,3.9
Wizardry: Tale of the Forsaken Land,Racjin,Ubisoft|ATLUS,PlayStation 2,Role-Playing,19 Dec 2001,8.0
Wizardry VII: Crusaders of the Dark Savant,Sir-Tech Software Inc.|Locus,ASCII Entertainment|Night Dive Studios|Sir-Tech Software Inc.|GoodTimes Entertainment|SCEI,FM Towns|Linux|Macintosh|PC|PlayStation,Role-Playing,1991,7.6
Wizards & Warriors,Heuristic Park,Activision,PC,Role-Playing,27 Sep 2000,7.3
Wolf of the Battlefield: Commando 3,Backbone Emeryville,Capcom,PlayStation 3|Xbox 360,Action,5 Jun 2008,7.1
Wolfenstein 3D,Logicware|Inc.|id Software|Stalker Entertainment|id Mobile|Infinity|Apogee Software|Ltd.|Nerve Software,Electronic Arts Victor|Interplay|Powerslave Software|Bam Entertainment|Atari Corporation|Mumin Corp.|Mac Play|Imagineer|Bethesda Softworks|Apogee Software|Ltd.|Activision|id Software,3DO|Acorn Archimedes|Game Boy Advance|Jaguar|Macintosh|Mobile|NEC PC98|Online/Browser|PC|PlayStation 3|Super Nintendo|Xbox 360,3D|Action|First-Person|Shooter,5 May 1992,8.2
Wolfenstein II: The New Colossus,Panic Button|MachineGames,Bethesda Softworks|Sony Interactive Entertainment,Nintendo Switch|PC|PlayStation 4|Xbox One,Action|First-Person|Shooter|3D,27 Oct 2017,7.9
Wolfenstein: The New Order,MachineGames,Bethesda Softworks,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,3D|Action|First-Person|Shooter,19 May 2014,8.2
Wolfenstein: The Old Blood,MachineGames,Bethesda Softworks,PC|PlayStation 4|Xbox One,3D|Action|First-Person|Shooter,5 May 2015,7.7
Wolfenstein,id Software|Raven Software,Activision,PC|PlayStation 3|Xbox 360,First-Person|Shooter|3D|Action,18 Aug 2009,7.8
Wonder Boy III: The Dragon's Trap,West One|Hudson,Sega|Tec Toy|NEC|Hudson Soft|Hudson|Nintendo|Hudson Entertainment,GameGear|Sega Master System|TurboGrafx-16,Adventure|Action,1989,8.8
Wonder Boy in Monster World,West One|M2|Alfa System,Sega|Tec Toy|Hudson Soft|Turbo Technologies|Inc.,Genesis|PC|PlayStation 3|Sega Master System|Turbo CD,Action|2D|Platformer,1992,8.0
Wonder Boy: The Dragon's Trap,Lizardcube,DotEmu|Arc System Works|Pikii Godo Kaisha|Merge Games|Nicalis|Limited Run Games,Linux|Macintosh|Nintendo Switch|PC|PlayStation 4|Xbox One,Adventure|Action,18 Apr 2017,8.4
Wonder World Amusement Park,Coyote Console,Majesco Games,DS|Wii,Party/Minigame,8 Jul 2008,3.9
Wonderbook: Book of Spells,SCEE London Studio,SCEI|SCEE|SCE Australia|SCEA,PlayStation 3,Miscellaneous,13 Nov 2012,7.3
Woody Woodpecker Racing,Konami|Syrox Developments,Konami,Game Boy Color|PC|PlayStation,Arcade|Driving/Racing,December 2000,6.4
Word Puzzle,InterServ International,InterServ International|Microsoft Game Studios,Xbox 360,Puzzle,7 Nov 2007,5.0
WordJong,Magellan Interactive,Destineer|Funbox Media,DS,Puzzle,16 Nov 2007,7.5
WordKing Poker,Digital Chocolate,Digital Chocolate,Mobile,Gambling,25 Jul 2005,7.9
Wordmaster,Sarbakan Inc.,Zoo Games|Zushi Games Ltd,DS,Puzzle,12 Aug 2008,5.0
World Championship Poker 2: Featuring Howard Lederer,Point of View|Crave,Codemasters|Crave|Oxygen Interactive|OG International Ltd,PC|PlayStation 2|PSP|Xbox,Gambling,3 Nov 2005,6.9
World Championship Poker: Featuring Howard Lederer - All In,Point of View|Crave,Crave|Oxygen Interactive|505 Games,PlayStation 2|PSP|Wii|Xbox 360,Gambling,29 Aug 2006,5.4
World Championship Poker: Deluxe Series,Sensory Sweep|Coresoft,Crave|505 Games|Play It!|System 3,DS|Game Boy Advance|GameCube|PlayStation 2|Xbox,Gambling,3 Nov 2004,7.1
World Championship Pool 2004,Blade Interactive,Jaleco Entertainment,PC|PlayStation 2|Xbox,Billiards|Sports,9 Dec 2003,7.1
World Class Baseball,Hudson,Hudson|Hudson Soft|NEC Interchannel,Sharp X68000|TurboGrafx-16,Simulation|Sports|Team-Based|Baseball,1989,6.0
World Cup 98,Tiertex Design Studios|EA Canada,THQ|EA Sports|Gradiente|Electronic Arts Victor,Game Boy|Nintendo 64|PC|PlayStation,Soccer|Sports|Team-Based|Simulation,31 Mar 1998,8.2
World Destruction League: Thunder Tanks,Sunset Entertainment|3DO,3DO,Game Boy Color|PlayStation|PlayStation 2,Simulation,9 Sep 2000,6.8
World Driver Championship,Boss Game Studios,Midway,Nintendo 64,Simulation|Driving/Racing,31 May 1999,7.4
World Gone Sour,Playbrains,Capcom,PC|PlayStation 3|Xbox 360,Action|Adventure,20 Dec 2011,6.1
World Heroes Anthology,SNK Playmore,Ignition Entertainment|SNK Playmore,PlayStation 2,Compilation,11 Mar 2008,6.2
World Heroes,ADK|Sega Midwest Studio|SNK Playmore|SunSoft,SNK|Sega|ADK|D4 Enterprise|SNK Playmore|Hamster|SunSoft,Arcade Games|Genesis|Neo-Geo CD|NeoGeo|Nintendo Switch|PlayStation 4|Super Nintendo|Xbox One,2D|Action|Fighting,11 Sep 1992,6.8
World in Conflict: Soviet Assault,Massive Entertainment,Ubisoft|Rondomedia,PC,Real-Time|Strategy,10 Mar 2009,6.9
World in Conflict,Massive Entertainment,Sierra Entertainment|Russel|Ubisoft|ak tronic,PC,Strategy|Real-Time,18 Sep 2007,8.6
World of Battles: Morningstar,Frogwares,Frogwares,PC,Strategy|Real-Time,25 Apr 2012,6.0
World of Final Fantasy,Square Enix,Square Enix,PC|PlayStation 4|PlayStation Vita,Role-Playing,25 Oct 2016,8.5
World of Goo,2D Boy|Tomorrow Corporation,2D Boy|Tomorrow Corporation|Flyhigh Works|Take-Two Interactive|RTL|Nintendo,Android|iOS (iPhone/iPad)|Linux|Macintosh|Nintendo Switch|PC|Wii,Puzzle|Action,12 Oct 2008,8.8
World of Outlaws: Sprint Cars 2002,Ratbag,Infogrames|Ignition Entertainment,PC|PlayStation 2,Simulation|Driving/Racing,26 Mar 2002,8.1
World of Outlaws: Sprint Cars,THQ|Big Ant Studios,THQ,PlayStation 3|Xbox 360,Arcade|Driving/Racing,9 Feb 2010,7.5
World of Tanks,Wargaming.net,Wargaming.net|IGS Software Publishing|Deep Silver|Microsoft Game Studios,PC|PlayStation 4|Xbox 360|Xbox One,Third-Person|Shooter|Action|Tactical|Free-to-Play,12 Apr 2011,8.1
World of Van Helsing: Deathtrap,NeocoreGames,NeocoreGames,Macintosh|PC|PlayStation 4|Xbox One,Strategy,4 Feb 2015,6.0
World of Warcraft,Blizzard Entertainment,Blizzard Entertainment|Vivendi Games|Activision,Macintosh|PC,Adventure|Open-World|Third-Person|Action|Role-Playing|MMO,23 Nov 2004,8.8
World of Warplanes,Wargaming.net,Wargaming.net,PC,Third-Person|Action|Shooter|Tactical,13 Nov 2013,5.4
World of Warships,Wargaming.net,Wargaming.net|Wargaming Group Limited,PC,Action,17 Sep 2015,6.9
World Poker Championship (2004),ImaginEngine,ValuSoft,PC,Gambling,25 Jun 2004,3.1
World Poker Tour (2005),Backbone Emeryville|Coresoft,2K Sports,Game Boy Advance|PlayStation 2|PSP|Xbox,Gambling,18 Oct 2005,7.2
World Poker Tour: Texas Hold 'Em,Hands-On Mobile|Mforma,Hands-On Mobile|Mforma,DS|iOS (iPhone/iPad)|Mobile,Gambling,19 Apr 2005,7.0
World Racing 2,Synetic,Playlogic|ak tronic|TDK Mediactive|Synetic|Evolved Games,PC|PlayStation 2|Xbox,Driving/Racing|Simulation,27 Jan 2006,6.4
World Series Baseball 2K1,Wow Entertainment,Sega,Dreamcast,Simulation|Sports|Team-Based|Baseball,17 Jul 2000,5.7
World Series Baseball 2K2,Visual Concepts,Sega,Dreamcast,Simulation|Sports|Team-Based|Baseball,August 2001,7.5
World Series Baseball 2K3,Blue Shift,Sega,PlayStation 2|Xbox,Team-Based|Baseball|Simulation|Sports,10 Mar 2003,8.3
World Series Baseball II,Sega,Sega,Saturn,Baseball|Simulation|Sports|Team-Based,31 Jul 1996,7.4
World Series Baseball,Wow Entertainment|Sega|Blue Sky Software|Blueshift,Sega,Arcade Games|GameGear|Genesis|Saturn|Xbox,Simulation|Sports|Team-Based|Baseball,1993,7.7
World Series of Poker: Tournament of Champions,Activision|Left Field Productions,Activision,PC|PlayStation 2|PSP|Wii|Xbox 360,Gambling,21 Sep 2006,6.7
World Series of Poker,Activision|Activision Value,Activision|Activision Value,GameCube|PC|PlayStation 2|PSP|Xbox,Gambling,31 Aug 2005,7.0
World Soccer Winning Eleven 6 International,KCET,Konami,PlayStation 2,Sports|Team-Based|Simulation|Soccer,11 Mar 2003,8.9
World Soccer Winning Eleven 7 International,KCET,Konami|VU Games,PC|PlayStation 2,Soccer|Sports|Team-Based|Simulation,17 Feb 2004,8.8
World Soccer Winning Eleven 8 International,KCET,Konami,PC|PlayStation 2|Xbox,Team-Based|Simulation|Soccer|Sports,1 Feb 2005,8.9
